step,train_bce
50,0.694647
100,0.692994
150,0.691748
200,0.695619
250,0.69437
300,0.693212
350,0.693974
400,0.692236
450,0.693535
500,0.69345
550,0.692839
600,0.693135
650,0.694092
700,0.693145
750,0.692307
800,0.693105
850,0.692926
900,0.692874
950,0.69254
1000,0.692852
1050,0.691198
1100,0.692298
1150,0.694014
1200,0.691107
1250,0.694266
1300,0.693764
1350,0.693384
1400,0.693373
1450,0.692734
1500,0.693293
1550,0.696809
1600,0.693434
1650,0.692142
1700,0.693277
1750,0.693135
1800,0.69186
1850,0.693369
1900,0.692594
1950,0.69376
2000,0.692969
