metric,mean,std,seed_0,seed_1,seed_2,seed_3,seed_4
A1_kurtosis_error,0.368007,0.01609,0.38968674541241244,0.37159317805654934,0.3779078744773736,0.35732096076067066,0.3435264743919144
A2_abs_r_q95_error,0.00033,0.000113,0.00044327475586091944,0.00016146609103015463,0.0004626299163544116,0.0002634457605470361,0.00031868742248905915
A3_abs_r_q99_error,0.001141,0.000166,0.001262853199443796,0.0010024564906709887,0.0013658691743268295,0.0009113088746172879,0.0011633335472508652
A4_tail_qq_error,0.000373,7.3e-05,0.0004329172697057224,0.00025077136952060194,0.0004577963725771711,0.0003856141499404955,0.00033964574513367304
A5_hill_tail_index_error,1.563917,0.482472,2.422975452198486,0.9995638066553703,1.686871605160185,1.3046789820507456,1.4054956050952327
A6_path_mmd2,0.001744,0.000216,0.001848749130811539,0.0020417994379258453,0.001837707375688058,0.0014743089736899417,0.001516823099677711
A7_terminal_mmd2,0.001803,0.000722,0.0013074919562648946,0.002991636294295663,0.0018866712374592254,0.001981184555384541,0.0008478140964144898
A8_increment_mmd2,0.000917,2.5e-05,0.0009509250140502523,0.0008855558042029088,0.0009245549995620106,0.0008909529933363025,0.0009345886304199524
A9_volatility_mmd,0.015203,0.001461,0.0164837164488692,0.014839475662052515,0.017250461268387696,0.014110782407384115,0.013329187647058816
A10_terminal_swd,0.870053,0.259489,0.7123728219126255,1.1210964303551432,1.212683031338288,0.7868695756029248,0.5172453331777528
A11_path_swd,0.472795,0.072533,0.5873158836798711,0.47130303306676513,0.5122682446710775,0.39734074681735376,0.3957483037633178
A12_rv_law_loss,0.232403,0.016303,0.24210848838736387,0.21719201581661543,0.25678595079691213,0.21222424959032957,0.233702996524694
A13_mean_path_rmse,0.120366,0.098269,0.3062532510689278,0.05490530849685255,0.052239675202105124,0.13566791184795754,0.05276575743418226
A14_ks_logreturns,0.012308,0.000665,0.013001930056594446,0.012790469672736227,0.011316014087106363,0.012715497354822802,0.011717788816437036
A15_skewness_error,0.031762,0.016837,0.032283897796681435,0.024053377218139188,0.010901732892876562,0.06205300786679155,0.02951814791157728
A16_qq_rmse,0.000343,1.2e-05,0.00033765238555432796,0.0003566324023410085,0.00033558058630460294,0.0003582802609849436,0.00032882720759747547
A17_terminal_ks,0.014209,0.002965,0.0194091796875,0.012939453125,0.0123291015625,0.015380859375,0.010986328125
A18_disc_score_gru,0.00772,0.00545,0.001373,0.006866,0.003509,0.009918,0.016936
A18_disc_score_mlp,0.009551,0.007406,0.00534,0.016326,0.00473,0.020293,0.001068
A19_pred_score_gru,0.053716,1.1e-05,0.053706,0.053708,0.053736,0.053716,0.053712
A19_pred_score_mlp,0.054042,0.000361,0.053751,0.054501,0.053921,0.054432,0.053605
A20_cov_error,8.545296,5.427158,14.489609115798714,2.308847471776545,15.613558215984028,4.908417746138269,5.406047657381578
A21_acf_abs,0.015479,0.001791,0.017585247742530022,0.015070332719400982,0.0175516965742773,0.013703642757404572,0.01348355616303022
A22_acf_sq,0.009712,0.001737,0.01169059216250348,0.009527741713936869,0.011699122091538536,0.007945116391446835,0.007696025558118615
A23_acf_lag1_abs_error,0.021108,0.005532,0.02984883000250548,0.019104283043808595,0.024946389021183513,0.016801707231025975,0.014837489088661407
A24_acf_lag1_sq_error,0.013173,0.00529,0.02196173934535728,0.01142965278786634,0.015947629343241235,0.009621837522423675,0.006902063086956449
A25_mean_rmse,0.244941,0.17551,0.5558654304880122,0.1174056341226617,0.13729184095817004,0.3224450054292163,0.09169589706627335
A26_std_error,0.005435,0.003992,0.002108996158879828,0.011670798716010511,0.00027378387381049585,0.007084102838820661,0.006038171414578297
A27_logreturn_std_error,5.2e-05,3.5e-05,8.976115809850374e-06,0.00010463860106061859,3.0311799854857574e-05,7.852939756755606e-05,3.87020329986696e-05
A28_kurtosis_ratio,1.534683,0.076899,1.4794890655762472,1.5320652111200557,1.6839233169634362,1.494546485264459,1.4833927563675315
A29_sigma_mean_error,0.001804,0.000699,0.0011096990865944734,0.0027628313641719915,0.0009516221344737785,0.0023656413025550938,0.0018308304598036729
A30_vol_path_rmse,0.164015,0.075881,0.2329791265879251,0.09465383996174603,0.27497321501358846,0.12872119242045327,0.08874789749137894
A31_rolling_vol_ks,0.039782,0.001423,0.04080423494664631,0.041030511623475624,0.040748658219004086,0.038983104674796765,0.03734259876778456
A32_vol_of_vol_error,0.00032,4.2e-05,0.00034730487261077237,0.0002862546314450357,0.00038930999222272673,0.00027782047883474856,0.000297853559055517
A33_sigma_corr,-0.002187,0.004082,0.0023591738945253206,-0.006637766335729689,0.002669494647376996,-0.0065302308884779125,-0.002793406192968757
A34_sigma_rmse,0.095091,0.000695,0.0944645270260811,0.09567277165960958,0.09406985243678215,0.0958205855199926,0.09542540213415336
B_log_ret_hist_funct,1.027387,0.063771,0.9787532196477268,1.1442398317810807,1.0356950488939725,1.0147793895715653,0.9634684655478881
B_log_ret_hist_der,0.115666,0.013944,0.10699947560675997,0.1046527325829521,0.1382469876034273,0.12565528104963217,0.10277742346256624
B_log_ret_hist_sec_der,0.285492,0.0491,0.2509339191119309,0.23997651186606073,0.36704014832579146,0.31744358231241315,0.2520680645169248
B_log_ret_hist_funct_pct,5.346194,0.16811,5.277240676123247,5.153159245784677,5.444278702486099,5.623382823678184,5.232910720896283
B_log_ret_hist_der_pct,85.532045,39.189119,39.012414767276695,81.42866857380399,146.9592811295471,108.99470710001209,51.26515491685281
B_log_ret_hist_sec_der_pct,70834.35362,55298.850437,18240.157497067612,14085.086099916714,148978.39712310967,49623.79321633821,123244.33416397782
B_qq_plot_funct,0.0,0.0,1.2623341296470817e-07,1.3565178826744091e-07,1.2766557023979842e-07,1.3718545275436883e-07,1.1905717742258516e-07
B_qq_plot_der,0.0,0.0,9.652296750018857e-09,9.210520102165024e-09,1.024014464381109e-08,7.416802429074875e-09,9.570113877310263e-09
B_qq_plot_sec_der,0.0,0.0,1.846402631086241e-09,2.9530798907825286e-09,1.995706037274461e-09,1.453730309855811e-09,2.457133657170705e-09
B_qq_plot_funct_pct,5.993916,0.595113,6.646759280416492,6.443825620241457,5.316612518891614,6.325677092275568,5.236706131252482
B_qq_plot_der_pct,4.6144,0.13153,4.5459818504868155,4.774320669285178,4.772614013105389,4.493695414852985,4.485389250673477
B_qq_plot_sec_der_pct,73.237254,8.375912,60.20157512484442,86.070969534912,76.58383385472656,71.69990660654311,71.62998271812444
B_acf_abs_r_funct,0.000174,2.6e-05,0.00020156177759352145,0.0001898083139873927,0.00019270096083763018,0.00014635832477220132,0.00013918633876887853
B_acf_abs_r_der,6e-06,5e-06,1.6056084764467486e-05,4.589537464970984e-06,3.908387146370346e-06,2.87480499892581e-06,2.8030532130871634e-06
B_acf_abs_r_sec_der,1.2e-05,8e-06,2.7653326939086438e-05,1.2361223045519575e-05,7.060423102031169e-06,7.256866822160834e-06,7.16394808799447e-06
B_acf_abs_r_funct_pct,42.327198,2.739726,43.688209769175835,45.7101504707983,43.86567495403676,40.218533429166406,38.15342259693415
B_acf_abs_r_der_pct,104.670112,18.406182,133.1688885079041,119.66420102457742,94.36702613762633,88.05974720865969,88.09069688767593
B_acf_abs_r_sec_der_pct,272.313731,69.530133,340.96746450941725,331.9048459754268,165.25476040221102,215.7767106307026,307.66487305838825
B_acf_sq_r_funct,7.2e-05,1.5e-05,8.596470463812918e-05,8.355157749328305e-05,8.27693021473923e-05,5.4109401031662203e-05,5.2178647107981946e-05
B_acf_sq_r_der,5e-06,4e-06,1.271334121764414e-05,4.922494425595126e-06,2.716560503953888e-06,2.420754458482058e-06,3.3424856161787685e-06
B_acf_sq_r_sec_der,1.2e-05,7e-06,2.445816639890147e-05,1.590044933977693e-05,6.30843181979343e-06,6.556116973755011e-06,9.040455785623338e-06
B_acf_sq_r_funct_pct,32.246968,2.974383,32.7297565688505,36.01406213395457,34.652963122914244,29.88637292317229,27.95168311283767
B_acf_sq_r_der_pct,109.018975,27.986394,146.80820721635558,128.10591797425306,68.74249312637927,87.23054007368731,114.20771554851356
B_acf_sq_r_sec_der_pct,721.511758,234.306876,942.4627736342112,966.0469676343896,775.9764433997578,343.76350417891433,579.3091018753973
B_roll_vol_hist_funct,23.895693,2.616414,26.91476071354985,23.55556351273817,26.883736375760282,21.139303759176137,20.985098353114836
B_roll_vol_hist_der,0.851054,0.092829,0.8057854901349955,0.8081675882382597,0.9883782070876094,0.7286649341356431,0.9242732286094302
B_roll_vol_hist_sec_der,1.773126,0.307332,1.3970688437339411,1.798520201808547,2.070603114875201,1.4530970475367497,2.146343018069164
B_roll_vol_hist_funct_pct,11.576897,1.144492,12.569836955101204,10.796940964723042,13.206049249254518,10.106200774513693,11.205456302139236
B_roll_vol_hist_der_pct,133.656658,15.681121,121.87258701924067,155.75875336559918,148.61234229558107,115.58527766985559,126.45432833709525
B_roll_vol_hist_sec_der_pct,495.356527,166.170207,378.1219568377709,554.7690041745237,394.9155033153209,352.9289565289901,796.0472149043267
B_tail_surv_funct,0.000216,2.5e-05,0.00019131460388230478,0.00026206406248991266,0.00019886878564084418,0.00022244697515797027,0.00020376671077676056
B_tail_surv_der,0.0,0.0,2.9472782187572463e-07,3.376008314149606e-07,3.1667777653194895e-07,3.029010444600034e-07,2.9336829952330194e-07
B_tail_surv_sec_der,0.0,0.0,3.3224143697343084e-08,4.121924422386956e-08,4.172752567338452e-08,3.667751812688462e-08,4.160793114729461e-08
B_tail_surv_funct_pct,3.387612,0.129305,3.286965821385336,3.633109390771904,3.377294937147007,3.365314264766851,3.2753751676108207
B_tail_surv_der_pct,4.873663,0.120365,4.7812652164733995,5.084543700696945,4.930177185038655,4.8076689432770126,4.764659019847801
