step,train_bce
50,0.693429
100,0.693805
150,0.693382
200,0.693405
250,0.692906
300,0.693259
350,0.692822
400,0.69338
450,0.696229
500,0.693375
550,0.694924
600,0.692323
650,0.696142
700,0.693459
750,0.692672
800,0.691228
850,0.69444
900,0.692458
950,0.693179
1000,0.692676
1050,0.694301
1100,0.692151
1150,0.693243
1200,0.691601
1250,0.693099
1300,0.699206
1350,0.693826
1400,0.693872
1450,0.693679
1500,0.693025
1550,0.693194
1600,0.692022
1650,0.693079
1700,0.692118
1750,0.693372
1800,0.691518
1850,0.693067
1900,0.695196
1950,0.693061
2000,0.694062
