step,train_bce
50,0.695096
100,0.691468
150,0.694299
200,0.693379
250,0.699432
300,0.693282
350,0.691187
400,0.693012
450,0.692655
500,0.690589
550,0.69238
600,0.691674
650,0.694281
700,0.693988
750,0.690255
800,0.693279
850,0.69338
900,0.693128
950,0.692931
1000,0.692802
1050,0.693191
1100,0.692204
1150,0.69315
1200,0.69267
1250,0.693577
1300,0.691717
1350,0.693107
1400,0.693361
1450,0.692481
1500,0.694167
1550,0.693027
1600,0.691462
1650,0.693233
1700,0.692759
1750,0.692876
1800,0.693151
1850,0.694436
1900,0.693889
1950,0.693345
2000,0.693209
