epoch,loss
0,211.118103
1,192.264557
2,185.197205
3,183.742004
4,183.383377
5,182.764465
6,181.696472
7,180.351288
8,178.889267
9,177.393066
10,175.766205
11,174.065033
12,172.241287
13,170.320343
14,168.243103
15,166.343277
16,164.251709
17,162.205353
18,160.439011
19,158.611252
20,156.809677
21,155.555969
22,153.899292
23,151.983276
24,150.726044
25,150.423950
26,149.486084
27,148.167831
28,147.321457
29,147.264923
30,146.543396
31,146.183105
32,145.892166
33,145.380493
34,144.701813
35,145.341110
36,145.057556
37,143.953247
38,143.604065
39,144.681122
40,144.112030
41,143.076218
42,142.872726
43,143.683762
44,143.205185
45,142.512146
46,142.253418
47,142.898209
48,142.583649
49,142.043686
50,141.763580
51,142.321793
52,142.028687
53,141.563141
54,141.329773
55,141.844238
56,141.548325
57,141.092468
58,140.886688
59,141.393097
60,141.125458
61,140.689697
62,140.489807
63,140.960541
64,140.723572
65,140.322327
66,140.134171
67,140.574127
68,140.346924
69,139.968231
70,139.798431
71,140.202026
72,139.981003
73,139.644745
74,139.482559
75,139.836334
76,139.631958
77,139.338120
78,139.178253
79,139.497192
80,139.304016
81,139.039612
82,138.885254
83,139.174377
84,138.986206
85,138.751602
86,138.600296
87,138.860916
88,138.678864
89,138.469086
90,138.318298
91,138.557495
92,138.379730
93,138.191544
94,138.041519
95,138.259995
96,138.084717
97,137.918579
98,137.768677
99,137.968201
100,137.795319
101,137.648270
102,137.497849
103,137.682571
104,137.511581
105,137.381165
106,137.230347
107,137.401642
108,137.232010
109,137.117813
110,136.966446
111,137.125809
112,136.957489
113,136.857330
114,136.705521
115,136.854797
116,136.687332
117,136.600586
118,136.448303
119,136.587555
120,136.421036
121,136.347031
122,136.194199
123,136.324310
124,136.158630
125,136.096069
126,135.942749
127,136.064621
128,135.899628
129,135.847565
130,135.693817
131,135.807724
132,135.643402
133,135.601166
134,135.446960
135,135.553452
136,135.389725
137,135.356491
138,135.201950
139,135.301178
140,135.137985
141,135.113525
142,134.958664
143,135.050537
144,134.887909
145,134.872086
146,134.716934
147,134.801392
148,134.639359
149,134.632080
150,134.476715
151,134.553635
152,134.392166
153,134.393646
154,134.238098
155,134.307190
156,134.146378
157,134.156891
158,134.001205
