epoch,loss
0,213.201569
1,193.556061
2,185.954041
3,183.847336
4,183.008652
5,182.346970
6,181.488159
7,180.377594
8,179.084106
9,177.603043
10,175.953217
11,174.140091
12,172.173615
13,170.093979
14,167.942688
15,165.811203
16,163.558350
17,161.429062
18,158.928314
19,157.829880
20,156.621933
21,153.381317
22,154.065109
23,156.627472
24,154.044449
25,148.890686
26,154.382538
27,163.938766
28,163.835220
29,154.057465
30,146.386444
31,157.187866
32,172.063919
33,173.935532
34,162.272141
35,147.830429
36,145.969299
37,152.409592
38,153.068665
39,147.712570
40,143.345673
41,148.177078
42,154.153503
43,153.692001
44,148.181351
45,143.210220
46,144.785568
47,148.380219
48,148.311676
49,145.095306
50,141.976105
51,142.586365
52,144.534988
53,144.495071
54,142.746170
55,141.135681
56,141.715576
57,143.059280
58,143.043991
59,141.774368
60,140.470169
61,140.649521
62,141.577087
63,141.627182
64,140.723236
65,139.671829
66,139.728439
67,140.601105
68,140.653900
69,139.743637
70,138.746582
71,139.109818
72,139.912186
73,139.684906
74,138.702682
75,137.837677
76,138.096054
77,138.314835
78,138.125656
79,137.774826
80,136.934433
81,137.394562
82,137.457245
83,137.407883
84,137.166183
85,135.976288
86,137.065903
87,136.909241
88,136.308228
89,136.674149
90,135.482407
91,137.311340
92,137.630188
93,135.419708
94,135.707611
95,135.592377
96,134.467911
97,136.278442
98,135.005646
99,133.526581
100,134.058029
101,133.440002
102,134.512604
103,133.103149
104,133.898987
105,133.524307
106,132.494415
107,132.966034
108,132.204941
109,133.545532
110,132.638992
111,131.461304
112,131.632721
113,130.947357
114,131.594757
115,131.903549
116,130.796677
117,130.508789
118,131.097214
119,130.389679
120,129.936966
121,130.548599
122,130.096375
123,129.833160
124,130.989380
125,130.830078
126,129.828964
127,129.614777
128,129.711685
129,129.856628
130,129.909027
131,128.885117
132,129.302307
133,129.936630
134,128.726501
135,128.626724
136,129.289246
137,128.461151
138,128.859390
139,129.718140
140,128.710312
141,128.369263
142,128.677292
143,127.950821
144,128.676117
145,129.424210
146,128.201416
147,127.896767
148,128.387253
149,127.637558
150,128.291672
151,129.051956
152,127.946045
153,127.659653
154,128.106445
155,127.417801
156,127.980438
157,128.647156
158,127.616272
159,127.426498
160,127.869087
161,127.169930
162,127.653679
163,128.268127
164,127.301292
165,127.179489
166,127.633949
167,126.933319
168,127.330933
169,127.916679
170,127.015625
171,126.930618
172,127.395187
173,126.703362
174,127.021881
175,127.602516
176,126.750259
177,126.674530
178,127.169373
179,126.477112
180,126.726616
181,127.342247
182,126.499931
183,126.422043
184,126.985596
185,126.251213
186,126.458450
187,127.146835
188,126.246895
189,126.196999
190,126.846779
191,126.008247
192,126.226334
193,126.976608
194,125.969131
195,125.994308
196,126.697060
197,125.738380
198,125.996132
199,126.767380
200,125.677948
201,125.762932
202,126.496719
203,125.454445
204,125.739998
205,126.541344
206,125.393768
207,125.498077
208,126.276917
209,125.151352
210,125.494949
211,126.332893
212,125.102661
213,125.230446
214,126.014313
215,124.823067
216,125.253143
217,126.085709
218,124.803894
219,124.933640
220,125.681107
221,124.499748
222,124.973267
223,125.795593
224,124.511063
225,124.608200
226,125.337608
227,124.190338
228,124.675659
229,125.502045
230,124.218307
231,124.289604
232,125.013794
233,123.885551
234,124.377701
235,125.203621
236,123.924431
237,123.979263
238,124.699966
239,123.586662
240,124.078476
241,124.907806
242,123.635849
243,123.673767
244,124.398567
245,123.292160
246,123.787003
247,124.625191
248,123.348778
249,123.377975
250,124.105789
251,122.997787
252,123.501381
253,124.342735
254,123.055916
255,123.087952
256,123.811829
257,122.700699
258,123.210602
259,124.042534
260,122.754288
261,122.796021
262,123.508240
263,122.401703
264,122.907249
265,123.721283
266,122.448639
267,122.497513
268,123.195869
269,122.103745
270,122.596146
271,123.392342
272,122.143204
273,122.195686
274,122.880127
275,121.806534
276,122.284050
277,123.062500
278,121.837784
279,121.893280
280,122.562424
281,121.508377
282,121.971405
283,122.729530
284,121.531464
285,121.589790
286,122.241455
287,121.209206
288,121.656853
289,122.392372
290,121.223930
291,121.284698
292,121.916664
293,120.909149
294,121.340164
295,122.050858
296,120.915131
297,120.977463
298,121.588181
299,120.608383
300,121.020882
301,121.706024
302,120.606331
303,120.667984
304,121.258118
305,120.307922
306,120.700798
307,121.362244
308,120.298531
309,120.357994
310,120.929276
311,120.007805
312,120.381958
313,121.021881
314,119.991760
315,120.048531
316,120.602768
317,119.707794
318,120.064804
319,120.685471
320,119.685837
321,119.739838
322,120.278969
323,119.407784
324,119.749466
325,120.353233
326,119.380516
327,119.431915
328,119.957947
329,119.107552
330,119.435760
331,120.025040
332,119.075668
333,119.124725
334,119.639717
335,118.807030
336,119.123749
337,119.700851
338,118.770981
339,118.818153
340,119.323814
341,118.505760
342,118.812958
343,119.379776
344,118.466148
345,118.511826
346,119.009613
347,118.203682
348,118.503059
349,119.061211
350,118.160965
351,118.205399
352,118.696518
353,117.900665
354,118.193619
355,118.744606
356,117.855423
357,117.898750
358,118.384338
359,117.596733
360,117.884575
361,118.429626
362,117.549408
363,117.591782
364,118.072693
365,117.291916
366,117.575699
367,118.115852
368,117.242981
369,117.284401
370,117.761368
371,116.986336
372,117.266983
373,117.803139
374,116.936249
375,116.976723
376,117.450340
377,116.680138
378,116.958481
379,117.491310
380,116.629333
381,116.668777
382,117.139549
383,116.373512
384,116.650215
385,117.180298
386,116.322350
387,116.360748
388,116.829048
389,116.066689
390,116.342346
391,116.870102
392,116.015518
393,116.052811
394,116.518913
395,115.759903
396,116.035141
397,116.560684
398,115.709099
399,115.745247
400,116.209244
401,115.453545
402,115.729424
403,116.252060
404,115.403755
405,115.438965
406,115.900070
407,115.148605
408,115.429024
409,115.944283
410,115.102753
411,115.139328
412,115.591461
413,114.850266
414,115.158936
415,115.638290
416,114.828346
417,114.884972
418,115.284775
419,114.592842
420,115.090965
421,115.342453
422,114.734863
423,114.820984
424,114.942734
425,114.491325
426,115.583038
427,115.055618
428,114.986313
429,114.267151
430,114.639587
431,113.951920
432,115.026070
433,115.320335
434,114.264229
435,113.816231
436,114.725761
437,113.546135
438,116.148499
439,115.776657
440,114.044182
441,114.198196
442,115.220207
443,114.844803
444,117.093590
445,115.218163
446,114.180443
447,113.973839
448,114.165253
449,114.299316
450,114.214539
451,116.482956
452,114.013565
453,114.455154
454,115.805847
455,113.146461
456,114.518776
457,115.137566
458,113.041473
459,114.347351
460,114.878815
461,112.830986
462,113.582268
463,113.787430
464,112.518700
465,113.114746
466,113.601021
467,112.469978
468,112.600395
469,113.212830
470,112.228737
471,112.488083
472,113.216194
473,112.155960
474,112.289612
475,113.005058
476,111.967209
477,112.276817
478,112.999908
479,111.913475
480,112.106834
481,112.770020
482,111.719353
483,112.053535
484,112.712578
485,111.635040
486,111.841805
487,112.441628
488,111.453171
489,111.698662
490,112.334015
491,111.329521
492,111.521126
493,112.164749
494,111.183640
495,111.383018
496,112.015305
497,111.017189
498,111.279099
499,111.900391
500,110.910538
501,111.095367
502,111.673409
503,110.720642
504,111.000137
505,111.589417
506,110.618088
507,110.778648
508,111.321846
509,110.418167
510,110.679550
511,111.242462
512,110.325409
513,110.457191
514,110.998840
515,110.144440
516,110.372734
517,110.951767
518,110.060516
519,110.175362
520,110.740486
521,109.873840
522,110.112663
523,110.701149
524,109.779045
525,109.912125
526,110.457520
527,109.577721
528,109.834503
529,110.397423
530,109.488670
531,109.612984
532,110.143303
533,109.293442
534,109.538452
535,110.102592
536,109.212639
537,109.323395
538,109.860176
539,109.018051
540,109.261452
541,109.829903
542,108.936157
543,109.048897
544,109.583397
545,108.737343
546,108.985947
547,109.549164
548,108.656776
549,108.768280
550,109.296242
551,108.457520
552,108.707565
553,109.269089
554,108.381966
555,108.486633
556,109.011978
557,108.180367
558,108.433350
559,108.995178
560,108.109520
561,108.208237
562,108.731270
563,107.904396
564,108.161728
565,108.724014
566,107.838676
567,107.932053
568,108.452324
569,107.629326
570,107.892380
571,108.454231
572,107.568634
573,107.656372
574,108.172577
575,107.355164
576,107.623199
577,108.185051
578,107.300911
579,107.381027
580,107.895218
581,107.083359
582,107.357086
583,107.920769
584,107.035286
585,107.108864
586,107.620399
587,106.812080
588,107.092964
589,107.656937
590,106.770264
591,106.837036
592,107.345436
593,106.542282
594,106.829208
595,107.394485
596,106.507401
597,106.566643
598,107.073349
599,106.274414
600,106.568138
601,107.135193
602,106.245834
603,106.298599
604,106.802834
605,106.007401
606,106.308044
607,106.876221
608,105.985458
609,106.031242
610,106.533569
611,105.742226
612,106.049438
613,106.619629
614,105.726845
615,105.765915
616,106.266617
617,105.478424
618,105.792557
619,106.364540
620,105.469429
621,105.502060
622,106.001083
623,105.216057
624,105.536888
625,106.110794
626,105.213478
627,105.239677
628,105.737381
629,104.955307
630,105.282814
631,105.858894
632,104.958984
633,104.979012
634,105.475449
635,104.695969
636,105.030167
637,105.608376
638,104.705841
639,104.719818
640,105.215134
641,104.438148
642,104.778946
643,105.359459
644,104.454170
645,104.462181
646,104.956566
647,104.181824
648,104.529228
649,105.112137
650,104.203903
651,104.206085
652,104.699631
653,103.926949
654,104.280937
655,104.866287
656,103.955055
657,103.951485
658,104.444328
659,103.673553
660,104.034134
661,104.622070
662,103.707626
663,103.698395
664,104.190643
665,103.421570
666,103.788757
667,104.379372
668,103.461624
669,103.446754
670,103.938507
671,103.171036
672,103.544853
673,104.138229
674,103.217026
675,103.196602
676,103.687988
677,102.921906
678,103.302399
679,103.898651
680,102.973816
681,102.947906
682,103.439026
683,102.674187
684,103.061348
685,103.660591
686,102.732033
687,102.700623
688,103.191597
689,102.427856
690,102.821793
691,103.424133
692,102.491615
693,102.454773
694,102.945717
695,102.182892
696,102.583611
697,103.189171
698,102.252579
699,102.210327
700,102.701378
701,101.939301
702,102.346901
703,102.955811
704,102.014923
705,101.967316
706,102.458572
707,101.697075
708,102.111572
709,102.723953
710,101.778633
711,101.725655
712,102.217316
713,101.456207
714,101.877693
715,102.493698
716,101.543686
717,101.485451
718,101.977570
719,101.216675
720,101.645172
721,102.264946
722,101.310112
723,101.246582
724,101.739372
725,100.978485
726,101.414139
727,102.037842
728,101.077866
729,101.009125
730,101.502701
731,100.741577
732,101.184418
733,101.812233
734,100.846985
735,100.772987
736,101.267563
737,100.506020
738,100.956215
739,101.588333
740,100.617416
741,100.538246
742,101.033928
743,100.271690
744,100.729301
745,101.365913
746,100.389191
747,100.304771
748,100.801849
749,100.038696
750,100.503952
751,101.145332
752,100.162270
753,100.072693
754,100.571220
755,99.806877
756,100.279831
757,100.926193
758,99.936729
759,99.841805
760,100.342201
761,99.576370
762,100.057434
763,100.709122
764,99.712456
765,99.612335
766,100.114563
767,99.346939
768,99.836121
769,100.493416
770,99.489609
771,99.383926
772,99.888596
773,99.118851
774,99.616806
775,100.280190
776,99.268013
777,99.157013
778,99.663940
779,98.891701
780,99.398346
781,100.068123
782,99.047958
783,98.930984
784,99.441132
785,98.666023
786,99.182449
787,99.859283
788,98.829117
789,98.706680
790,99.219521
791,98.441048
792,98.966896
793,99.651169
794,98.612076
795,98.482964
796,99.000145
797,98.217888
798,98.755020
799,99.447701
800,98.396133
801,98.261482
802,98.781754
803,97.995010
804,98.542328
805,99.243744
806,98.182510
807,98.039986
808,98.566368
809,97.774651
810,98.335678
811,99.047417
812,97.969681
813,97.821838
814,98.351410
815,97.553703
816,98.125427
817,98.847595
818,97.760193
819,97.602310
820,98.141113
821,97.336861
822,97.926422
823,98.661713
824,97.550583
825,97.388672
826,97.929771
827,97.117348
