epoch,loss
0,210.686539
1,192.210266
2,185.489822
3,183.955078
4,183.356979
5,182.691772
6,181.711212
7,180.486603
8,179.151840
9,177.644516
10,176.028244
11,174.372009
12,172.667923
13,170.864609
14,168.886627
15,166.722900
16,164.507324
17,162.243835
18,160.012817
19,157.654984
20,155.348251
21,153.393280
22,151.761230
23,150.411270
24,148.751938
25,147.437027
26,146.996964
27,147.119934
28,146.337936
29,145.176636
30,145.638687
31,145.963226
32,145.351440
33,144.537949
34,147.140884
35,147.852341
36,149.689941
37,146.269104
38,147.095566
39,148.195755
40,146.014404
41,145.789261
42,145.849533
43,144.194763
44,150.324829
45,152.207352
46,145.417511
47,154.790054
48,160.851151
49,150.455109
50,145.008804
51,147.870789
52,144.252686
53,148.210938
54,150.556412
55,144.512146
56,146.445419
57,150.240021
58,145.476471
59,143.728958
60,145.000381
61,142.368500
62,145.334869
63,147.675079
64,143.839752
65,142.519058
66,143.544006
67,141.634827
68,143.052795
69,144.301453
70,141.808502
71,141.649582
72,142.688934
73,141.075012
74,141.086945
75,141.623215
76,140.245667
77,141.198715
78,142.240692
79,140.677719
80,139.788223
81,140.039505
82,139.352448
83,140.574387
84,141.378220
85,139.915558
86,138.980606
87,139.182922
88,138.596924
89,139.524017
90,140.136124
91,138.909515
92,138.425430
93,138.794388
94,138.089081
95,138.387314
96,138.740540
97,137.831650
98,138.098709
99,138.692642
100,137.808060
101,137.552658
102,137.814972
103,137.167770
104,137.711136
105,138.268677
106,137.309052
107,136.951538
108,137.218552
109,136.630371
110,137.136993
111,137.622406
112,136.658920
113,136.382660
114,136.703400
115,136.082306
116,136.423981
117,136.838379
118,135.939423
119,135.881760
120,136.270630
121,135.558685
122,135.695007
123,136.083282
124,135.283829
125,135.395172
126,135.807419
127,135.027527
128,135.056412
129,135.436096
130,134.686768
131,134.875992
132,135.307449
133,134.499863
134,134.461807
135,134.833740
136,134.112274
137,134.343018
138,134.801544
139,133.975555
140,133.890717
141,134.282288
142,133.561218
143,133.814362
144,134.312805
145,133.442245
146,133.353287
147,133.769302
148,133.003967
149,133.312698
150,133.805130
151,132.883362
152,132.839325
153,133.211304
154,132.451050
155,132.760925
156,133.212051
157,132.344788
158,132.279938
159,132.658829
160,131.937515
161,132.222977
162,132.699692
163,131.836182
164,131.775269
165,132.163498
166,131.443359
167,131.730530
168,132.217819
169,131.352615
170,131.297668
171,131.691940
172,130.964630
173,131.256638
174,131.741089
175,130.884872
176,130.831375
177,131.235962
178,130.513153
179,130.811188
180,131.298355
181,130.441528
182,130.391266
183,130.800552
184,130.076935
185,130.380142
186,130.869263
187,130.022629
188,129.969574
189,130.383179
190,129.656555
191,129.961884
192,130.458847
193,129.603500
194,129.557785
195,129.971542
196,129.247452
197,129.555847
198,130.052124
199,129.200592
200,129.155045
201,129.570435
202,128.850540
203,129.159561
204,129.659790
205,128.808487
206,128.762512
207,129.179520
208,128.460358
209,128.773819
210,129.276459
211,128.424286
212,128.376862
213,128.796890
214,128.076141
215,128.399216
216,128.901718
217,128.047119
218,128.016968
219,128.475891
220,127.699181
221,128.059265
222,128.579712
223,127.678993
224,127.838013
225,128.664230
226,127.352448
227,128.026901
228,128.789169
229,127.408989
230,129.566895
231,128.967072
232,128.797379
233,131.809235
234,127.681198
235,131.033737
236,127.562172
237,127.517998
238,127.665932
239,136.135025
240,132.320389
241,131.093140
242,128.782730
243,128.642120
244,126.938591
245,128.732529
246,126.606934
247,128.553452
248,128.808838
249,128.736832
250,137.261795
251,134.521317
252,128.304443
253,125.960571
254,129.167831
255,134.566147
256,135.205948
257,132.731354
258,129.952103
259,126.497932
260,126.971527
261,129.062088
262,128.253418
263,127.751503
264,129.758270
265,130.008224
266,131.531281
267,131.323898
268,127.361176
269,126.063461
270,127.629395
271,127.607826
272,128.899811
273,129.627182
274,126.868622
275,125.448364
276,126.042831
277,125.770706
278,126.838196
279,127.713295
280,125.983711
281,125.450554
282,125.917519
283,124.911850
284,126.008987
285,127.270355
286,126.131172
287,125.396805
288,125.406197
289,124.806213
290,125.760635
291,126.436028
292,125.082535
293,124.682999
294,125.222473
295,124.578201
296,125.064896
297,125.727684
298,124.801041
299,124.568565
300,124.872536
301,124.204056
302,124.705399
303,125.222870
304,124.241920
305,124.138496
306,124.574409
307,123.851387
308,124.230156
309,124.786034
310,123.911102
311,123.783081
312,124.206367
313,123.544655
314,123.839218
315,124.356537
316,123.543465
317,123.436577
318,123.842140
319,123.188362
320,123.449600
321,123.952980
322,123.156586
323,123.071335
324,123.493279
325,122.827515
326,123.056175
327,123.571709
328,122.783066
329,122.705902
330,123.162827
331,122.484108
332,122.670776
333,123.221619
334,122.437271
335,122.348831
336,122.864326
337,122.171883
338,122.299515
339,122.922546
340,122.132904
341,122.007057
342,122.626076
343,121.908806
344,121.948837
345,122.708313
346,121.886948
347,121.694008
348,122.494102
349,121.722061
350,121.626762
351,122.624504
352,121.726288
353,121.426849
354,122.526672
355,121.666992
356,121.329262
357,122.720261
358,121.730331
359,121.196686
360,122.781342
361,121.890999
362,121.017845
363,123.043388
364,122.165115
365,120.905487
366,123.218132
367,122.699249
368,120.690689
369,123.503754
370,123.597046
371,120.485580
372,123.198624
373,124.082741
374,120.659973
375,123.144928
376,125.183502
377,120.823082
378,122.111916
379,124.259804
380,121.672668
381,121.555786
382,122.731125
383,121.600914
384,121.551636
385,121.520264
386,120.869461
387,121.093681
388,121.098206
389,120.322899
390,120.671738
391,120.850052
392,120.404999
393,120.162842
394,119.758667
395,120.175323
396,120.255295
397,119.120537
398,119.532288
399,120.303360
400,119.385086
401,119.122322
402,119.717194
403,119.226730
404,119.246284
405,119.697372
406,119.052383
407,118.984070
408,119.293610
409,118.645126
410,118.882278
411,119.389603
412,118.624763
413,118.534668
414,118.926613
415,118.310837
416,118.513435
417,118.958702
418,118.202156
419,118.209854
420,118.582047
421,117.870193
422,118.144974
423,118.609657
424,117.786072
425,117.819115
426,118.257225
427,117.524612
428,117.766464
429,118.256424
430,117.457390
431,117.475067
432,117.908218
433,117.190781
434,117.428459
435,117.906410
436,117.109177
437,117.136749
438,117.565277
439,116.839111
440,117.089249
441,117.571388
442,116.764160
443,116.791031
444,117.225533
445,116.495773
446,116.752975
447,117.243309
448,116.431969
449,116.449661
450,116.886261
451,116.159912
452,116.423866
453,116.919258
454,116.105225
455,116.113899
456,116.550034
457,115.827507
458,116.099213
459,116.598312
460,115.780846
461,115.782425
462,116.218346
463,115.498352
464,115.777267
465,116.279861
466,115.458847
467,115.454819
468,115.891312
469,115.172874
470,115.457649
471,115.963814
472,115.139580
473,115.130882
474,115.568535
475,114.851112
476,115.140373
477,115.650200
478,114.823242
479,114.810364
480,115.249695
481,114.533089
482,114.825333
483,115.339111
484,114.510139
485,114.492920
486,114.934685
487,114.219185
488,114.512177
489,115.030930
490,114.201202
491,114.178177
492,114.624146
493,113.910828
494,114.200470
495,114.727570
496,113.898933
497,113.865715
498,114.320953
499,113.611404
500,113.890251
501,114.434891
502,113.608849
503,113.555885
504,114.032913
505,113.327835
506,113.583145
507,114.166016
508,113.341553
509,113.250603
510,113.776566
511,113.073341
512,113.282997
513,113.945221
514,113.116646
515,112.954010
