step,train_bce
50,0.699245
100,0.69485
150,0.692683
200,0.692289
250,0.693062
300,0.691084
350,0.693175
400,0.689159
450,0.69259
500,0.693221
550,0.693246
600,0.694746
650,0.692549
700,0.692438
750,0.692592
800,0.691715
850,0.692497
900,0.693126
950,0.693105
1000,0.695672
1050,0.694011
1100,0.693065
1150,0.693444
1200,0.689083
1250,0.695186
1300,0.692426
1350,0.692543
1400,0.692336
1450,0.692443
1500,0.692217
1550,0.691052
1600,0.691703
1650,0.692465
1700,0.692404
1750,0.693224
1800,0.690384
1850,0.690468
1900,0.69235
1950,0.688597
2000,0.688209
