step,train_bce
50,0.692819
100,0.69379
150,0.693111
200,0.693168
250,0.695045
300,0.692936
350,0.69323
400,0.693716
450,0.692906
500,0.692834
550,0.691797
600,0.692892
650,0.696074
700,0.694327
750,0.691665
800,0.694478
850,0.691861
900,0.692486
950,0.693921
1000,0.689708
1050,0.692818
1100,0.690892
1150,0.692254
1200,0.693473
1250,0.694387
1300,0.692236
1350,0.692954
1400,0.6996
1450,0.692704
1500,0.692322
1550,0.693127
1600,0.695817
1650,0.692799
1700,0.690885
1750,0.690972
1800,0.693725
1850,0.690825
1900,0.685825
1950,0.680912
2000,0.695385
