step,train_bce
50,0.692608
100,0.693416
150,0.695206
200,0.693802
250,0.69293
300,0.693287
350,0.695801
400,0.69405
450,0.692767
500,0.69491
550,0.690019
600,0.695204
650,0.693472
700,0.693507
750,0.691923
800,0.693209
850,0.692014
900,0.692617
950,0.692898
1000,0.692871
1050,0.696112
1100,0.69654
1150,0.69264
1200,0.694665
1250,0.693504
1300,0.694028
1350,0.693237
1400,0.69139
1450,0.694073
1500,0.693554
1550,0.691776
1600,0.695243
1650,0.693337
1700,0.696316
1750,0.693091
1800,0.693599
1850,0.694612
1900,0.693338
1950,0.692059
2000,0.693075
