step,train_bce
50,0.693562
100,0.692118
150,0.692931
200,0.693367
250,0.692109
300,0.694574
350,0.693138
400,0.690993
450,0.692725
500,0.693026
550,0.692774
600,0.694198
650,0.693107
700,0.693355
750,0.691632
800,0.69518
850,0.693164
900,0.693065
950,0.693199
1000,0.692965
1050,0.693337
1100,0.693173
1150,0.693212
1200,0.693329
1250,0.69295
1300,0.693196
1350,0.693592
1400,0.693414
1450,0.69273
1500,0.694656
1550,0.693443
1600,0.69236
1650,0.69293
1700,0.693123
1750,0.692894
1800,0.693946
1850,0.692843
1900,0.693798
1950,0.69268
2000,0.692402
