step,loss_total,simple,proto,aux
0,1.4348888099193573,0.9997403174638748,23.299036026000977,20.2158145904541
1,1.427335038781166,0.9989000111818314,23.282814025878906,19.5606906414032
2,1.414525493979454,0.9927053824067116,23.266468048095703,18.91554093360901
3,1.398324504494667,0.983087033033371,23.249996185302734,18.273751974105835
4,1.3840337693691254,0.9753743037581444,23.233388900756836,17.63256025314331
5,1.373843789100647,0.971621073782444,23.216617584228516,17.00565528869629
6,1.367638811469078,0.9720296189188957,23.199676513671875,16.361241817474365
7,1.3565502315759659,0.9674146771430969,23.182559967041016,15.730992436408997
8,1.340399831533432,0.9575403928756714,23.165260314941406,15.12068259716034
9,1.3316394835710526,0.9546935632824898,23.147777557373047,14.546818614006042
10,1.3222438842058182,0.9505842477083206,23.130102157592773,14.035865783691406
11,1.3136338591575623,0.9460037499666214,23.11223793029785,13.650771379470825
12,1.303290143609047,0.9387383759021759,23.094200134277344,13.360976934432983
13,1.2913899421691895,0.9292084276676178,23.07601547241211,13.142142057418823
14,1.284169003367424,0.9235019683837891,23.057706832885742,13.008992552757263
15,1.2810029685497284,0.9213387444615364,23.039310455322266,12.927116513252258
16,1.2703477293252945,0.9114573150873184,23.020870208740234,12.868173122406006
17,1.2601105868816376,0.9018783792853355,23.002403259277344,12.820820689201355
18,1.2476981580257416,0.8899776637554169,22.983945846557617,12.788101434707642
19,1.2416003048419952,0.8841195330023766,22.965534210205078,12.782541990280151
20,1.2289820611476898,0.8714342042803764,22.94721031188965,12.807573914527893
21,1.2155294120311737,0.8577904999256134,22.928993225097656,12.844899415969849
22,1.1974333971738815,0.8394464030861855,22.910930633544922,12.887770533561707
23,1.1847319900989532,0.8263498097658157,22.893091201782227,12.945122957229614
24,1.1668402403593063,0.8081577643752098,22.875516891479492,12.992732763290405
25,1.1345485299825668,0.7754478007555008,22.858240127563477,13.051834344863892
26,1.112044170498848,0.7526742368936539,22.841318130493164,13.095677018165588
27,1.0762551426887512,0.7166644111275673,22.82478904724121,13.13428521156311
28,1.0324369668960571,0.6727387383580208,22.808687210083008,13.1611328125
29,0.9870418459177017,0.6275024116039276,22.793048858642578,13.16089403629303
30,0.9416875094175339,0.5826634764671326,22.77789878845215,13.124506711959839
31,0.8925155624747276,0.5341547876596451,22.763221740722656,13.072854280471802
32,0.837051197886467,0.4794806241989136,22.749004364013672,13.008052229881287
33,0.8047189190983772,0.4481482580304146,22.735197067260742,12.921871781349182
34,0.7697446718811989,0.414198599755764,22.721717834472656,12.832891821861267
35,0.7403039559721947,0.38578633964061737,22.70842742919922,12.743335843086243
36,0.7152539417147636,0.36160533875226974,22.69515037536621,12.669711470603943
37,0.6861321777105331,0.3331058956682682,22.681690216064453,12.620938301086426
38,0.6564921513199806,0.303701426833868,22.66785430908203,12.61121952533722
39,0.6343669295310974,0.2815653830766678,22.653568267822266,12.626587510108948
40,0.602948285639286,0.2500938195735216,22.6389217376709,12.646524786949158
41,0.5854530707001686,0.23328512534499168,22.624027252197266,12.59276795387268
42,0.5613373294472694,0.21043703332543373,22.608875274658203,12.48115587234497
43,0.5442688465118408,0.19473502598702908,22.593286514282227,12.360096335411072
44,0.5313710570335388,0.18259337358176708,22.576873779296875,12.300895094871521
45,0.5098512955009937,0.16171328909695148,22.55962371826172,12.254177212715149
46,0.4968862943351269,0.14892278239130974,22.541282653808594,12.255070328712463
47,0.49345679208636284,0.14559343084692955,22.522090911865234,12.264247059822083
48,0.4752329997718334,0.12812554370611906,22.502798080444336,12.207948803901672
49,0.4655379578471184,0.11929048877209425,22.482860565185547,12.141887307167053
50,0.46667612716555595,0.12047089450061321,22.461483001708984,12.159041047096252
51,0.4409441687166691,0.09513397328555584,22.440078735351562,12.14094078540802
52,0.44535941630601883,0.09976101294159889,22.41716766357422,12.142673969268799
53,0.42242227122187614,0.07703247014433146,22.394792556762695,12.144187092781067
54,0.43311189115047455,0.087806086987257,22.37240219116211,12.158178567886353
55,0.4291839934885502,0.08415920101106167,22.35028076171875,12.152199864387512
56,0.4251318871974945,0.08049009181559086,22.328004837036133,12.136176109313965
57,0.4280158095061779,0.08371975552290678,22.306129455566406,12.123476147651672
58,0.408744640648365,0.06482282932847738,22.2847900390625,12.10739290714264
59,0.41329530626535416,0.06961199827492237,22.26213264465332,12.106198787689209
60,0.3967207260429859,0.05350848566740751,22.239490509033203,12.081734299659729
61,0.4098338633775711,0.06695165578275919,22.21439552307129,12.073826313018799
62,0.420720849186182,0.07812516484409571,22.190000534057617,12.069567799568176
63,0.4014318063855171,0.05937524838373065,22.166399002075195,12.039257764816284
64,0.3850928321480751,0.04353448702022433,22.142927169799805,12.012907028198242
65,0.4003312401473522,0.05880594067275524,22.117778778076172,12.034751296043396
66,0.3854345642030239,0.04427378252148628,22.09246253967285,12.023616671562195
67,0.39242858812212944,0.051642789505422115,22.065279006958008,12.013301610946655
68,0.4081590138375759,0.06754260044544935,22.03873062133789,12.022911667823792
69,0.3975922614336014,0.057290603406727314,22.013036727905273,12.017129778862
70,0.37974636629223824,0.03980150306597352,21.987911224365234,12.006576180458069
71,0.388943687081337,0.04910141276195645,21.96253776550293,12.02169144153595
72,0.38898487761616707,0.049323358573019505,21.936832427978516,12.029319167137146
73,0.3775286599993706,0.03822334250435233,21.91101837158203,12.019515752792358
74,0.3800923749804497,0.041001861449331045,21.883502960205078,12.025549173355103
75,0.3939928412437439,0.05518663953989744,21.856700897216797,12.023921132087708
76,0.380546648055315,0.04209891427308321,21.830699920654297,12.014075517654419
77,0.3737635836005211,0.035607583122327924,21.804710388183594,12.01089072227478
78,0.3791129104793072,0.04106868337839842,21.778324127197266,12.026098489761353
79,0.3723801299929619,0.03468634351156652,21.751117706298828,12.018262386322021
80,0.37656332552433014,0.0392481260932982,21.723432540893555,12.008089065551758
81,0.37212782725691795,0.035163074266165495,21.69448471069336,12.001991391181946
82,0.3720051050186157,0.035321183037012815,21.66492462158203,12.003469467163086
83,0.36695577949285507,0.030537213664501905,21.634464263916016,12.007392406463623
84,0.3686499483883381,0.03245496517047286,21.60331916809082,12.016179203987122
85,0.3646217845380306,0.028742381837219,21.57160186767578,12.016337871551514
86,0.36647820100188255,0.03101013833656907,21.539432525634766,12.00737464427948
87,0.360033567994833,0.024989001685753465,21.507991790771484,11.996464490890503
88,0.3627899959683418,0.028103362070396543,21.47641372680664,11.992250323295593
89,0.3611905686557293,0.026824299013242126,21.445507049560547,11.99112057685852
90,0.36310001090168953,0.02909393049776554,21.414161682128906,11.986447215080261
91,0.35827823355793953,0.024511652532964945,21.383813858032227,11.992845177650452
92,0.3602026738226414,0.026572035858407617,21.353010177612305,12.010054469108582
93,0.36154410243034363,0.028120899107307196,21.32362937927246,12.018692135810852
94,0.3534761294722557,0.020403752103447914,21.295621871948242,12.011616230010986
95,0.36034969985485077,0.02759897685609758,21.26692008972168,12.008153200149536
96,0.35621776804327965,0.023787774611264467,21.239328384399414,12.003671526908875
97,0.3574114441871643,0.025223904056474566,21.21208953857422,12.006665587425232
98,0.35632389038801193,0.024398606969043612,21.185592651367188,12.00693655014038
99,0.3551391623914242,0.023446852806955576,21.160125732421875,12.009105443954468
100,0.3528372086584568,0.02153817261569202,21.13372039794922,11.996184349060059
101,0.3548760563135147,0.023776503279805183,21.108184814453125,12.001770973205566
102,0.3528492674231529,0.021883303299546242,21.083147048950195,12.013449788093567
103,0.34902847185730934,0.01836613635532558,21.05716323852539,12.00907039642334
104,0.3527943529188633,0.022519101621583104,21.030372619628906,11.997152924537659
105,0.3483951985836029,0.018375681014731526,21.003387451171875,11.998565554618835
106,0.3494744077324867,0.019757226458750665,20.975765228271484,11.995953559875488
107,0.35151485353708267,0.022052246844395995,20.948307037353516,11.997953653335571
108,0.35073477402329445,0.02155639696866274,20.920310974121094,11.997527003288269
109,0.34831657633185387,0.019404960330575705,20.89213752746582,11.999024868011475
110,0.34563226252794266,0.016972486162558198,20.86355972290039,12.002418041229248
111,0.34879882261157036,0.020378019311465323,20.834651947021484,12.007428884506226
112,0.34581948816776276,0.01771241973619908,20.80599594116211,12.004711747169495
113,0.34546976909041405,0.017698599258437753,20.77706527709961,12.000052452087402
114,0.344770148396492,0.01733483502175659,20.74799919128418,11.995532989501953
115,0.34445130452513695,0.01730050495825708,20.718746185302734,11.996333599090576
116,0.3468949422240257,0.02000902674626559,20.689355850219727,11.999237179756165
117,0.3427172414958477,0.016136720776557922,20.659862518310547,11.998189568519592
118,0.34253889322280884,0.016192312934435904,20.630300521850586,12.004358649253845
119,0.34208017215132713,0.016009391983971,20.600696563720703,12.00638222694397
120,0.34043963998556137,0.014671566779725254,20.571081161499023,12.00572645664215
121,0.33859414234757423,0.013147548423148692,20.541475296020508,12.003185272216797
122,0.3410862497985363,0.01592851767782122,20.51189613342285,12.003877878189087
123,0.33806557580828667,0.013246707851067185,20.482364654541016,11.99952244758606
124,0.3391646705567837,0.014641579473391175,20.4528865814209,11.999422430992126
125,0.3406823053956032,0.01642514776904136,20.42348289489746,12.002233028411865
126,0.3381919860839844,0.014240220421925187,20.39415740966797,12.001020073890686
127,0.3384883813560009,0.014834309578873217,20.364919662475586,12.000488042831421
128,0.3383399285376072,0.014966655988246202,20.335777282714844,12.001550316810608
129,0.33723830431699753,0.014174649841152132,20.306739807128906,11.999626398086548
130,0.3370974436402321,0.01433372008614242,20.277809143066406,11.998563647270203
131,0.33740047737956047,0.014899994479492307,20.248992919921875,12.001055479049683
132,0.33529623970389366,0.013092007488012314,20.220293045043945,12.000130653381348
133,0.3355020545423031,0.013569754431955516,20.191707611083984,12.001523613929749
134,0.3343172073364258,0.01266758784186095,20.163244247436523,12.001717925071716
135,0.3346952125430107,0.013300741207785904,20.13490104675293,12.004546642303467
136,0.3334552273154259,0.012376754079014063,20.1066837310791,12.001163959503174
137,0.3337171822786331,0.012912068516016006,20.07858657836914,12.001925230026245
138,0.3334985300898552,0.012999718193896115,20.050613403320312,11.999266982078552
139,0.3326975703239441,0.012454784708097577,20.02276611328125,12.001511812210083
140,0.33501436561346054,0.015045405714772642,19.995038986206055,12.001858592033386
141,0.33146216720342636,0.011780551634728909,19.967437744140625,12.000725030899048
142,0.33369337394833565,0.014257827890105546,19.939958572387695,12.003597021102905
143,0.33121467754244804,0.012071612989529967,19.91259765625,12.001709222793579
144,0.3329146169126034,0.014059346867725253,19.885356903076172,12.000170111656189
145,0.3311012424528599,0.012496684212237597,19.85870933532715,12.001747131347656
146,0.33164284378290176,0.0133173594949767,19.832122802734375,12.000426530838013
147,0.3287181183695793,0.010681037441827357,19.805606842041016,11.99810242652893
148,0.3286001831293106,0.010835512890480459,19.77916145324707,11.99730658531189
149,0.3298400044441223,0.012276798952370882,19.75278663635254,12.003535747528076
150,0.3304694816470146,0.01315803057514131,19.726491928100586,12.00465452671051
151,0.3302721939980984,0.013238918385468423,19.700273513793945,12.003055334091187
