step,train_bce
50,0.693184
100,0.693338
150,0.69307
200,0.692753
250,0.693386
300,0.69248
350,0.693644
400,0.692785
450,0.692982
500,0.693216
550,0.692907
600,0.692752
650,0.692887
700,0.692479
750,0.693178
800,0.693249
850,0.692773
900,0.693202
950,0.692222
1000,0.692011
1050,0.693521
1100,0.692728
1150,0.693003
1200,0.693479
1250,0.694599
1300,0.692003
1350,0.693084
1400,0.694626
1450,0.691802
1500,0.693129
1550,0.692868
1600,0.693425
1650,0.692864
1700,0.693056
1750,0.692865
1800,0.689068
1850,0.691707
1900,0.692719
1950,0.688491
2000,0.693241
