step,train_bce
50,0.693594
100,0.689903
150,0.693662
200,0.693067
250,0.694045
300,0.693038
350,0.692991
400,0.698546
450,0.692504
500,0.692461
550,0.6957
600,0.693355
650,0.69054
700,0.692569
750,0.691858
800,0.692069
850,0.689568
900,0.698067
950,0.698856
1000,0.688029
1050,0.692393
1100,0.688117
1150,0.698612
1200,0.689529
1250,0.694507
1300,0.691636
1350,0.68897
1400,0.686991
1450,0.670135
1500,0.687431
1550,0.681057
1600,0.669926
1650,0.731402
1700,0.692114
1750,0.688868
1800,0.682412
1850,0.669832
1900,0.677433
1950,0.680269
2000,0.675603
