step,train_bce
50,0.689628
100,0.693089
150,0.693284
200,0.692823
250,0.693175
300,0.693267
350,0.69799
400,0.699415
450,0.692018
500,0.692678
550,0.691309
600,0.693158
650,0.694107
700,0.692372
750,0.693351
800,0.695066
850,0.693285
900,0.692794
950,0.693093
1000,0.69312
1050,0.692942
1100,0.693307
1150,0.692846
1200,0.696043
1250,0.693754
1300,0.693536
1350,0.692032
1400,0.694051
1450,0.693429
1500,0.693552
1550,0.694135
1600,0.691722
1650,0.692632
1700,0.69421
1750,0.691734
1800,0.69287
1850,0.693157
1900,0.693227
1950,0.695377
2000,0.69308
