step,train_bce
50,0.694728
100,0.691492
150,0.695248
200,0.695211
250,0.694565
300,0.692005
350,0.693638
400,0.693729
450,0.693208
500,0.69351
550,0.691545
600,0.693273
650,0.693261
700,0.693201
750,0.692616
800,0.692805
850,0.693274
900,0.693325
950,0.693114
1000,0.695411
1050,0.692755
1100,0.693248
1150,0.693039
1200,0.693154
1250,0.693236
1300,0.693203
1350,0.693685
1400,0.693586
1450,0.693393
1500,0.693155
1550,0.692697
1600,0.693922
1650,0.69311
1700,0.693827
1750,0.693025
1800,0.693283
1850,0.693163
1900,0.692976
1950,0.692549
2000,0.69305
