step,train_bce
50,0.692768
100,0.693175
150,0.693743
200,0.693397
250,0.692399
300,0.692892
350,0.692764
400,0.692946
450,0.692752
500,0.69451
550,0.694193
600,0.69278
650,0.691226
700,0.692238
750,0.694041
800,0.693188
850,0.692708
900,0.693491
950,0.692573
1000,0.692932
1050,0.692877
1100,0.693173
1150,0.693123
1200,0.692421
1250,0.695291
1300,0.693197
1350,0.69247
1400,0.692145
1450,0.692842
1500,0.690763
1550,0.696421
1600,0.684034
1650,0.338005
1700,0.121314
1750,0.08712
1800,0.068842
1850,0.066002
1900,0.099105
1950,0.035818
2000,0.028065
