step,train_bce
50,0.694292
100,0.688282
150,0.687955
200,0.688184
250,0.704266
300,0.685375
350,0.681224
400,0.68267
450,0.682042
500,0.678036
550,0.670965
600,0.674852
650,0.638333
700,0.624358
750,0.682252
800,0.662311
850,0.664639
900,0.707617
950,0.672167
1000,0.620226
1050,0.643365
1100,0.629915
1150,0.633197
1200,0.63246
1250,0.665804
1300,0.653737
1350,0.640468
1400,0.569143
1450,0.652846
1500,0.645456
1550,0.673697
1600,0.671369
1650,0.607516
1700,0.621765
1750,0.676911
1800,0.673016
1850,0.65517
1900,0.604492
1950,0.620942
2000,0.698188
