step,train_bce
50,0.693294
100,0.694254
150,0.692684
200,0.69273
250,0.692916
300,0.69124
350,0.692986
400,0.693171
450,0.693694
500,0.693177
550,0.693251
600,0.693119
650,0.693451
700,0.693651
750,0.69277
800,0.692771
850,0.697219
900,0.694427
950,0.694876
1000,0.692513
1050,0.693919
1100,0.693011
1150,0.693188
1200,0.69321
1250,0.691708
1300,0.693201
1350,0.693022
1400,0.694101
1450,0.693973
1500,0.693219
1550,0.693138
1600,0.693039
1650,0.693487
1700,0.693333
1750,0.693391
1800,0.691397
1850,0.692495
1900,0.693147
1950,0.693047
2000,0.692791
