step,train_bce
50,0.693331
100,0.693088
150,0.696185
200,0.693048
250,0.698717
300,0.693603
350,0.693775
400,0.697697
450,0.693172
500,0.692277
550,0.69301
600,0.694932
650,0.69477
700,0.693853
750,0.693192
800,0.692952
850,0.692157
900,0.691107
950,0.695411
1000,0.693158
1050,0.693158
1100,0.692492
1150,0.692752
1200,0.693676
1250,0.693933
1300,0.693431
1350,0.692135
1400,0.693519
1450,0.692303
1500,0.694123
1550,0.693266
1600,0.693033
1650,0.692726
1700,0.695753
1750,0.693475
1800,0.693782
1850,0.693151
1900,0.69343
1950,0.693218
2000,0.694173
