step,train_bce
50,0.692451
100,0.691082
150,0.693009
200,0.693632
250,0.696761
300,0.691962
350,0.692986
400,0.692611
450,0.69171
500,0.692662
550,0.692415
600,0.691797
650,0.690774
700,0.6862
750,0.654151
800,0.255734
850,0.115692
900,0.05636
950,0.047258
1000,0.052144
1050,0.078734
1100,0.026211
1150,0.024621
1200,0.045755
1250,0.017446
1300,0.039409
1350,0.018041
1400,0.014793
1450,0.045998
1500,0.020032
1550,0.037064
1600,0.016137
1650,0.03707
1700,0.00794
1750,0.073326
1800,0.007487
1850,0.010704
1900,0.009458
1950,0.006372
2000,0.064055
