step,train_bce
50,0.694152
100,0.692759
150,0.690107
200,0.692859
250,0.692254
300,0.690023
350,0.686832
400,0.681
450,0.657456
500,0.430789
550,0.312279
600,0.266075
650,0.170548
700,0.152106
750,0.099861
800,0.089609
850,0.121688
900,0.124367
950,0.044326
1000,0.100205
1050,0.062745
1100,0.089328
1150,0.109596
1200,0.073316
1250,0.066197
1300,0.069406
1350,0.138201
1400,0.084498
1450,0.061233
1500,0.040786
1550,0.159546
1600,0.043955
1650,0.125906
1700,0.062977
1750,0.044418
1800,0.039456
1850,0.062057
1900,0.12775
1950,0.018817
2000,0.086287
