step,train_bce
50,0.663972
100,0.588349
150,0.391256
200,0.39138
250,0.293136
300,0.225699
350,0.306996
400,0.278222
450,0.199936
500,0.177496
550,0.220677
600,0.25198
650,0.182644
700,0.212117
750,0.170429
800,0.219492
850,0.190972
900,0.265087
950,0.19882
1000,0.280558
1050,0.187713
1100,0.184604
1150,0.129017
1200,0.108688
1250,0.185348
1300,0.14152
1350,0.144885
1400,0.122339
1450,0.165048
1500,0.149076
1550,0.135854
1600,0.112075
1650,0.141216
1700,0.072435
1750,0.133667
1800,0.071542
1850,0.141079
1900,0.097457
1950,0.17232
2000,0.151165
