step,phase,loss_total,epoch,kld_loss,nll_loss,mse_loss,lr
64,train,172.3205742239952,0,0.5357838425552472,171.7847893834114,0.4571349120233208,0.001
64,val,70.55795931816101,0,,,,0.001
128,train,34.682167790830135,1,1.4920636117458344,33.190103989094496,0.1106481765746139,0.001
128,val,3.5534230954945087,1,,,,0.001
192,train,-0.7363300709985197,2,1.2392736775800586,-1.9756037471815944,0.02273390060872771,0.001
192,val,9.921202018857002,2,,,,0.001
256,train,-3.8660442735999823,3,0.9034737292677164,-4.769517979351804,0.01574911442003213,0.001
256,val,-6.197298809885979,3,,,,0.001
320,train,-5.510426760069095,4,0.7370496010407805,-6.247476399876177,0.012054218299454078,0.001
320,val,-7.0099970400333405,4,,,,0.001
384,train,-6.610731020569801,5,0.6720682643353939,-7.282799392938614,0.00946591060346691,0.001
384,val,-7.383603543043137,5,,,,0.001
448,train,-7.018428266048431,6,0.6265068538486958,-7.644935110583901,0.008560571164707653,0.001
448,val,-7.668526187539101,6,,,,0.001
512,train,-7.848786942660809,7,0.5957191120833158,-8.444506004452705,0.006561643618624657,0.001
512,val,-8.373914584517479,7,,,,0.001
576,train,-7.842042155563831,8,0.5825045788660645,-8.424546703696251,0.006611541954043787,0.001
576,val,-8.612667009234428,8,,,,0.001
640,train,-8.236646801233292,9,0.5622725626453757,-8.798919387161732,0.005675610231264727,0.001
640,val,-8.851338282227516,9,,,,0.001
704,train,-8.325128726661205,10,0.5383529290556908,-8.863481670618057,0.005514204505743692,0.001
704,val,-9.007572740316391,10,,,,0.001
768,train,-8.674958236515522,11,0.5368839045986533,-9.21184204518795,0.004643303491320694,0.001
768,val,-9.201176047325134,11,,,,0.001
832,train,-8.970213361084461,12,0.5332084819674492,-9.503421813249588,0.003914354059816105,0.001
832,val,-9.266302645206451,12,,,,0.001
896,train,-9.00484885275364,13,0.5266720345243812,-9.531520791351795,0.0038441064571088646,0.001
896,val,-9.407544165849686,13,,,,0.001
960,train,-9.013124585151672,14,0.5255175549536943,-9.538642130792141,0.003826303240202833,0.001
960,val,-9.45027194917202,14,,,,0.001
1024,train,-9.202024430036545,15,0.5262448927387595,-9.728269323706627,0.003352235216880217,0.001
1024,val,-9.46233281493187,15,,,,0.001
1088,train,-9.230385966598988,16,0.5185418091714382,-9.7489278241992,0.0033005892182700336,0.001
1088,val,-9.13239862024784,16,,,,0.001
1152,train,-9.612915277481079,17,0.5212216805666685,-10.134136974811554,0.0023375659893645206,0.001
1152,val,-9.315522283315659,17,,,,0.001
1216,train,-9.51494725048542,18,0.521290123462677,-10.036237493157387,0.0025823149517236743,0.001
1216,val,-8.699827000498772,18,,,,0.001
1280,train,-9.635600820183754,19,0.5098433378152549,-10.145444184541702,0.0023092981336958474,0.001
1280,val,-9.825185850262642,19,,,,0.001
1344,train,-9.574698880314827,20,0.5112785659730434,-10.085977584123611,0.0024579647288192064,0.001
1344,val,-9.832768946886063,20,,,,0.001
1408,train,-9.78824533522129,21,0.5092862867750227,-10.297531694173813,0.0019290792715764837,0.001
1408,val,-9.885103732347488,21,,,,0.001
1472,train,-8.86311642639339,22,0.5061407657340169,-9.369257174432278,0.004249765699569252,0.001
1472,val,-9.914899498224258,22,,,,0.001
1536,train,-9.928190216422081,23,0.5048774955794215,-10.433067604899406,0.0015902391951385653,0.001
1536,val,-10.006698787212372,23,,,,0.001
1600,train,-9.852676063776016,24,0.5071671567857265,-10.359843268990517,0.0017733002532622777,0.001
1600,val,-10.002526462078094,24,,,,0.001
1664,train,-9.929576188325882,25,0.49832328222692013,-10.42789950966835,0.001603159691512701,0.001
1664,val,-9.852428138256073,25,,,,0.001
1728,train,-9.89370147883892,26,0.4990510242059827,-10.392752572894096,0.0016910271551751066,0.001
1728,val,-9.870455130934715,26,,,,0.001
1792,train,-9.854971423745155,27,0.49768727784976363,-10.35265864431858,0.001791261822290835,0.001
1792,val,-10.017301231622696,27,,,,0.001
