step,phase,loss_total,epoch,kld_loss,nll_loss,mse_loss,lr
16,train,310.5758352279663,0,0.16147404187358916,310.41436100006104,0.8037088885903358,0.001
16,val,200.71245193481445,0,,,,0.001
32,train,175.49456119537354,1,0.2570406710729003,175.23752307891846,0.4657667316496372,0.001
32,val,146.03611373901367,1,,,,0.001
48,train,123.02558517456055,2,0.5263286046683788,122.49925565719604,0.3339210692793131,0.001
48,val,93.35303068161011,2,,,,0.001
64,train,80.29553699493408,3,1.1242507323622704,79.17128705978394,0.22560113668441772,0.001
64,val,75.49508571624756,3,,,,0.001
80,train,58.17125606536865,4,1.4503852501511574,56.720871925354004,0.1694751000031829,0.001
80,val,44.63285255432129,4,,,,0.001
96,train,34.78528714179993,5,1.4896792024374008,33.29560720920563,0.11091193603351712,0.001
96,val,19.709000945091248,5,,,,0.001
112,train,15.189679443836212,6,1.4969253912568092,13.692754000425339,0.0619047989603132,0.001
112,val,9.964961886405945,6,,,,0.001
128,train,4.996706485748291,7,1.4652251452207565,3.531481374055147,0.03650161414407194,0.001
128,val,2.1335619017481804,7,,,,0.001
144,train,0.01738567976281047,8,1.2877433523535728,-1.2703576376661658,0.024497015634551644,0.001
144,val,-1.5222980491816998,8,,,,0.001
160,train,-1.9388036243617535,9,1.1826228201389313,-3.121426410973072,0.019869343377649784,0.001
160,val,-2.928180992603302,9,,,,0.001
176,train,-3.224880024790764,10,1.0379112847149372,-4.262791201472282,0.017015931254718453,0.001
176,val,-3.703885182738304,10,,,,0.001
192,train,1.470565902069211,11,0.9730224199593067,0.49754320457577705,0.028916768729686737,0.001
192,val,-1.853995256125927,11,,,,0.001
208,train,-2.8874786719679832,12,0.9355525113642216,-3.823031187057495,0.018115331593435258,0.001
208,val,-4.0891129076480865,12,,,,0.001
224,train,-4.563022181391716,13,0.9216267205774784,-5.484648942947388,0.013961287157144397,0.001
224,val,-4.923055082559586,13,,,,0.001
240,train,-5.4192719757556915,14,0.8499430269002914,-6.269215017557144,0.011999871814623475,0.001
240,val,-5.757242113351822,14,,,,0.001
256,train,-6.011479288339615,15,0.7873839549720287,-6.798863083124161,0.010675751080270857,0.001
256,val,-6.06613028049469,15,,,,0.001
272,train,-4.141966205090284,16,0.774939201772213,-4.916905410587788,0.015380645811092108,0.001
272,val,-5.311992317438126,16,,,,0.001
288,train,-6.036320179700851,17,0.7408821173012257,-6.77720233798027,0.010729903471656144,0.001
288,val,-6.549316227436066,17,,,,0.001
304,train,-6.656478971242905,18,0.7259777374565601,-7.3824566304683685,0.009216767153702676,0.001
304,val,-6.813176214694977,18,,,,0.001
320,train,-4.724958073347807,19,0.7149259448051453,-5.439883973449469,0.014073199359700084,0.001
320,val,-2.1052634194493294,19,,,,0.001
