step,phase,loss_total,epoch,kld_loss,nll_loss,mse_loss,lr
64,train,192.3296014070511,0,0.6457739309407771,191.68382740020752,0.5068825148046017,0.001
64,val,80.18862056732178,0,,,,0.001
128,train,31.588189333677292,1,1.5042174570262432,30.083971679210663,0.10288284491980448,0.001
128,val,13.719071120023727,1,,,,0.001
192,train,5.505834630923346,2,1.1720767859369516,4.33375788317062,0.038507305522216484,0.001
192,val,-3.5747064407914877,2,,,,0.001
256,train,-4.883979476988316,3,0.8839569194242358,-5.76793647184968,0.013253068318590522,0.001
256,val,-4.359030410647392,3,,,,0.001
320,train,-5.451576272025704,4,0.7337908176705241,-6.185367073863745,0.012209491396788508,0.001
320,val,-6.691758558154106,4,,,,0.001
384,train,-5.771787879988551,5,0.6852266537025571,-6.457014558836818,0.011530372852575965,0.001
384,val,-6.459194213151932,5,,,,0.001
448,train,-7.325074724853039,6,0.6517551764845848,-7.976829938590527,0.00773083414969733,0.001
448,val,-7.456971228122711,6,,,,0.001
512,train,-7.652658566832542,7,0.5983786936849356,-8.251037277281284,0.007045315564027987,0.001
512,val,-8.099945157766342,7,,,,0.001
576,train,-8.081993028521538,8,0.5797134796157479,-8.661706447601318,0.0060186426126165316,0.001
576,val,-8.393570438027382,8,,,,0.001
640,train,-8.178364723920822,9,0.5582056557759643,-8.73657039552927,0.005831482936628163,0.001
640,val,-8.742226839065552,9,,,,0.001
704,train,-8.137230850756168,10,0.5496731726452708,-8.686904035508633,0.005955648477538489,0.001
704,val,-8.776633143424988,10,,,,0.001
768,train,-8.768355518579483,11,0.542947924695909,-9.31130351126194,0.0043946498990408145,0.001
768,val,-7.974694490432739,11,,,,0.001
832,train,-8.429447643458843,12,0.5269004823639989,-8.956348285079002,0.0052820381097262725,0.001
832,val,-9.230952516198158,12,,,,0.001
896,train,-9.112826362252235,13,0.5304831769317389,-9.6433095484972,0.003564634815120371,0.001
896,val,-9.206504970788956,13,,,,0.001
960,train,-8.849126249551773,14,0.5223915381357074,-9.371517933905125,0.004244113828463014,0.001
960,val,-9.232770904898643,14,,,,0.001
1024,train,-9.291170954704285,15,0.5267488956451416,-9.81791989505291,0.00312810887771775,0.001
1024,val,-9.388318508863449,15,,,,0.001
1088,train,-9.294850185513496,16,0.5217468589544296,-9.816596984863281,0.003131415964162443,0.001
1088,val,-9.547646567225456,16,,,,0.001
1152,train,-9.437739729881287,17,0.5210228590294719,-9.958762481808662,0.0027760022530856077,0.001
1152,val,-9.725547939538956,17,,,,0.001
1216,train,-9.37410257011652,18,0.5217726603150368,-9.895875193178654,0.0029332206831895746,0.001
1216,val,-9.502825930714607,18,,,,0.001
1280,train,-9.650844410061836,19,0.5169347412884235,-10.16777916252613,0.002253460668725893,0.001
1280,val,-9.64778482913971,19,,,,0.001
1344,train,-9.631511598825455,20,0.5171395065262914,-10.148650988936424,0.0023012808178464184,0.001
1344,val,-9.753039494156837,20,,,,0.001
1408,train,-9.722591280937195,21,0.5146732088178396,-10.237264409661293,0.00207974716067838,0.001
1408,val,-9.636615484952927,21,,,,0.001
1472,train,-9.670896962285042,22,0.5125580816529691,-10.183455258607864,0.0022142707621242153,0.001
1472,val,-9.362014785408974,22,,,,0.001
1536,train,-9.745432406663895,23,0.5130138797685504,-10.25844630599022,0.0020267926920496393,0.001
1536,val,-9.849115759134293,23,,,,0.001
1600,train,-9.819267213344574,24,0.509014152456075,-10.328281372785568,0.00185220498497074,0.001
1600,val,-9.168648421764374,24,,,,0.001
1664,train,-9.85952340066433,25,0.5043341782875359,-10.363857582211494,0.0017632644830882782,0.001
1664,val,-9.787995547056198,25,,,,0.001
