step,phase,loss_total,epoch,kld_loss,nll_loss,mse_loss,lr
2624,val,-9.951783895492554,40,,,,0.001
2688,train,-10.080263808369637,41,0.49214731017127633,-10.57241114974022,0.0012418806181813125,0.001
2688,val,-9.563431829214096,41,,,,0.001
2752,train,-10.051375791430473,42,0.4930107593536377,-10.544386580586433,0.0013119420536895632,0.001
2752,val,-10.132148623466492,42,,,,0.001
2816,train,-10.05737142264843,43,0.4921959210187197,-10.549567505717278,0.0012989897568331799,0.001
2816,val,-9.979433730244637,43,,,,0.001
2880,train,-9.989898219704628,44,0.48772175097838044,-10.477619871497154,0.0014788583957852097,0.001
2880,val,-10.089784756302834,44,,,,0.001
2944,train,-10.030913442373276,45,0.4869480635970831,-10.517861425876617,0.0013782548539893469,0.001
2944,val,-10.070843368768692,45,,,,0.001
3008,train,-10.116366401314735,46,0.48857880383729935,-10.604945257306099,0.001160545234597521,0.001
3008,val,-10.141162484884262,46,,,,0.001
3072,train,-9.794606119394302,47,0.48544465377926826,-10.280050694942474,0.0019727815479200217,0.001
3072,val,-7.2341175973415375,47,,,,0.001
3136,train,-9.550434708595276,48,0.4945334233343601,-10.044968098402023,0.0025604882084735436,0.001
3136,val,-10.04097792506218,48,,,,0.001
3200,train,-10.147984698414803,49,0.4838641597889364,-10.631848886609077,0.0010932863788184477,0.001
3200,val,-10.183304727077484,49,,,,0.001
3264,train,-10.171660155057907,50,0.4832257158122957,-10.654885828495026,0.0010356937418691814,0.001
3264,val,-10.170659273862839,50,,,,0.001
3328,train,-10.113341569900513,51,0.48333130683749914,-10.596672803163528,0.0011812262382591143,0.001
3328,val,-10.174010917544365,51,,,,0.001
3392,train,-10.085603937506676,52,0.48231891077011824,-10.567922860383987,0.0012531012062027003,0.001
3392,val,-10.10534642636776,52,,,,0.001
3456,train,-10.108267068862915,53,0.4801960336044431,-10.588463053107262,0.0012017507451673737,0.001
3456,val,-10.062835067510605,53,,,,0.001
3520,train,-10.127835005521774,54,0.4802836198359728,-10.608118623495102,0.0011526118560141185,0.001
3520,val,-10.226781085133553,54,,,,0.001
3584,train,-10.104304656386375,55,0.47841622447595,-10.582720771431923,0.0012161064269093913,0.001
3584,val,-10.132824823260307,55,,,,0.001
3648,train,-10.104158997535706,56,0.47658172622323036,-10.580740615725517,0.0012210568365844665,0.001
3648,val,-10.21157830953598,56,,,,0.001
3712,train,-10.013263955712318,57,0.47839873656630516,-10.491662740707397,0.0014437515774261556,0.001
3712,val,-9.831402122974396,57,,,,0.001
3776,train,-10.07108759880066,58,0.4777625468559563,-10.548850238323212,0.0013007829566049622,0.001
3776,val,-10.202915698289871,58,,,,0.001
3840,train,-10.165866777300835,59,0.47627622354775667,-10.642143040895462,0.001067550791958638,0.001
3840,val,-10.236592471599579,59,,,,0.001
3904,train,-10.126932725310326,60,0.4737783260643482,-10.600710928440094,0.0011711309398378944,0.001
3904,val,-10.204805716872215,60,,,,0.001
3968,train,-10.117562517523766,61,0.47328067384660244,-10.5908432751894,0.001195800327877805,0.001
3968,val,-10.103580087423325,61,,,,0.001
4032,train,-10.093261271715164,62,0.47246759617701173,-10.565728932619095,0.0012585861541083432,0.001
4032,val,-9.938498750329018,62,,,,0.001
4096,train,-10.08087469637394,63,0.47266345424577594,-10.553538024425507,0.001289062995056156,0.001
4096,val,-10.19839408993721,63,,,,0.001
4160,train,-10.069837242364883,64,0.4714293288998306,-10.541266575455666,0.0013197418129493599,0.001
4160,val,-9.73385539650917,64,,,,0.001
4224,train,-10.16803514957428,65,0.4723439160734415,-10.64037911593914,0.001071960632543778,0.001
4224,val,-10.187186658382416,65,,,,0.001
4288,train,-10.036899670958519,66,0.4716648543253541,-10.508564487099648,0.0014014970938660554,0.001
4288,val,-10.130929291248322,66,,,,0.001
4352,train,-10.201106756925583,67,0.4675540328025818,-10.668660804629326,0.0010012562943302328,0.001
4352,val,-9.888928636908531,67,,,,0.001
4416,train,-10.100345522165298,68,0.46670571295544505,-10.56705130636692,0.0012552801563288085,0.001
4416,val,-10.037305429577827,68,,,,0.001
4480,train,-10.170332908630371,69,0.4667408145032823,-10.637073650956154,0.0010802239403346903,0.001
4480,val,-10.237655192613602,69,,,,0.001
4544,train,-10.170820623636246,70,0.46529166074469686,-10.636112332344055,0.0010826275893123238,0.001
4544,val,-10.043960332870483,70,,,,0.001
4608,train,-10.13434611260891,71,0.4671043362468481,-10.60145054757595,0.0011692821344695403,0.001
4608,val,-10.170090973377228,71,,,,0.001
4672,train,-10.190559566020966,72,0.46272517647594213,-10.653284773230553,0.0010396967145425151,0.001
4672,val,-10.074825152754784,72,,,,0.001
4736,train,-10.031703040003777,73,0.46839854307472706,-10.500101521611214,0.0014226545481506037,0.001
4736,val,-10.23183012008667,73,,,,0.001
4800,train,-10.226129904389381,74,0.46098807780072093,-10.68711805343628,0.0009551132588967448,0.001
4800,val,-10.229339882731438,74,,,,0.001
4864,train,-10.082801878452301,75,0.46300026681274176,-10.545802116394043,0.0013084031370453886,0.001
4864,val,-10.035285100340843,75,,,,0.001
4928,train,-10.177612259984016,76,0.46111374720931053,-10.638725951313972,0.0010760933964775177,0.001
4928,val,-10.293857976794243,76,,,,0.001
4992,train,-10.2096838504076,77,0.45795843936502934,-10.667642369866371,0.0010038025138783269,0.001
4992,val,-10.287034451961517,77,,,,0.001
5056,train,-10.245104476809502,78,0.458360290620476,-10.703464835882187,0.0009142463050011429,0.001
5056,val,-10.001186057925224,78,,,,0.001
5120,train,-10.15790331363678,79,0.4564151302911341,-10.614318445324898,0.0011371123418939533,0.001
5120,val,-10.276963755488396,79,,,,0.001
5184,train,-10.269761741161346,80,0.4535564533434808,-10.723318174481392,0.0008646128553664312,0.001
5184,val,-10.019673854112625,80,,,,0.001
5248,train,-10.07545393705368,81,0.45736558409407735,-10.532819420099258,0.001340859807896777,0.001
5248,val,-10.223920747637749,81,,,,0.001
5312,train,-10.253204256296158,82,0.45283766463398933,-10.70604196190834,0.0009078035591301159,0.001
5312,val,-10.196041882038116,82,,,,0.001
5376,train,-10.186956450343132,83,0.452787805814296,-10.639744132757187,0.0010735479700088035,0.001
5376,val,-10.025796011090279,83,,,,0.001
5440,train,-9.99283280968666,84,0.4545824537053704,-10.447415322065353,0.001554370224766899,0.001
5440,val,-10.073908597230911,84,,,,0.001
5504,train,-10.20339883863926,85,0.45134191680699587,-10.65474072098732,0.0010360565538576338,0.001
5504,val,-10.297362744808197,85,,,,0.001
5568,train,-10.28670321404934,86,0.44882330764085054,-10.735526472330093,0.0008340921340277418,0.001
5568,val,-10.217003986239433,86,,,,0.001
5632,train,-10.231724739074707,87,0.4492721501737833,-10.680996924638748,0.0009704162348498357,0.001
5632,val,-10.217842385172844,87,,,,0.001
5696,train,-10.229724794626236,88,0.4471241724677384,-10.676848858594894,0.0009807860988075845,0.001
5696,val,-10.308097273111343,88,,,,0.001
5760,train,-10.21833099424839,89,0.4450470469892025,-10.6633780002594,0.001014463330648141,0.001
5760,val,-10.02962040901184,89,,,,0.001
5824,train,-10.228509113192558,90,0.4466307032853365,-10.675139740109444,0.000985058888545609,0.001
5824,val,-10.295851290225983,90,,,,0.001
5888,train,-10.284380599856377,91,0.4421345009468496,-10.726515159010887,0.0008566201922803884,0.001
5888,val,-10.32030537724495,91,,,,0.001
5952,train,-10.272232726216316,92,0.440597802400589,-10.712830662727356,0.0008908318441172014,0.001
5952,val,-10.251443162560463,92,,,,0.001
6016,train,-10.276291459798813,93,0.4399166381917894,-10.716208145022392,0.0008823879634292098,0.001
6016,val,-10.170116826891899,93,,,,0.001
6080,train,-10.184730559587479,94,0.43934715259820223,-10.624077841639519,0.0011127138704978279,0.001
6080,val,-10.185565426945686,94,,,,0.001
6144,train,-10.20478467643261,95,0.43924236623570323,-10.644027099013329,0.0010628408563206904,0.001
6144,val,-10.122668907046318,95,,,,0.001
6208,train,-10.198412299156189,96,0.4402029630728066,-10.638615220785141,0.0010763702102849493,0.001
6208,val,-10.294980853796005,96,,,,0.001
6272,train,-10.261364176869392,97,0.43453730875626206,-10.69590149819851,0.0009331547134934226,0.001
6272,val,-10.102193117141724,97,,,,0.001
6336,train,-10.273948177695274,98,0.43444037390872836,-10.708388432860374,0.0009019373665068997,0.001
6336,val,-10.279620870947838,98,,,,0.001
6400,train,-10.325024738907814,99,0.4303788901306689,-10.755403742194176,0.0007843990242690779,0.001
6400,val,-10.269016116857529,99,,,,0.001
