step,phase,loss_total,epoch,kld_loss,nll_loss,mse_loss,lr
2752,val,-10.187947914004326,42,,,,0.001
2816,train,-9.895093768835068,43,0.48736663861200213,-10.382460474967957,0.001716757265967317,0.001
2816,val,-9.60954187810421,43,,,,0.001
2880,train,-10.066893592476845,44,0.479734365362674,-10.546627849340439,0.001306338532231166,0.001
2880,val,-10.162859469652176,44,,,,0.001
2944,train,-9.891221955418587,45,0.48105981992557645,-10.37228162586689,0.00174220414555748,0.001
2944,val,-10.145075872540474,45,,,,0.001
3008,train,-10.178804114460945,46,0.4776709917932749,-10.656475141644478,0.001031720355967991,0.001
3008,val,-9.990709498524666,46,,,,0.001
3072,train,-10.03920827805996,47,0.47897837683558464,-10.518186628818512,0.0013774417911918135,0.001
3072,val,-10.119772046804428,47,,,,0.001
3136,train,-9.99097090959549,48,0.47736411448568106,-10.468335002660751,0.0015020710561657324,0.001
3136,val,-9.654984846711159,48,,,,0.001
3200,train,-10.069874331355095,49,0.4757065000012517,-10.545580729842186,0.0013089564690744737,0.001
3200,val,-10.25848200917244,49,,,,0.001
3264,train,-10.037276968359947,50,0.4751394377090037,-10.512416318058968,0.0013918674203523551,0.001
3264,val,-9.447283431887627,50,,,,0.001
3328,train,-10.051271975040436,51,0.47584025748074055,-10.527112320065498,0.0013551277570513776,0.001
3328,val,-10.109617739915848,51,,,,0.001
3392,train,-10.133158341050148,52,0.4719601492397487,-10.605118423700333,0.0011601123715081485,0.001
3392,val,-10.228702709078789,52,,,,0.001
3456,train,-10.0094845443964,53,0.4708682862110436,-10.480352774262428,0.0014720263452545623,0.001
3456,val,-10.03293639421463,53,,,,0.001
3520,train,-10.168049037456512,54,0.46890233643352985,-10.636951237916946,0.0010805301844811765,0.001
3520,val,-10.180000558495522,54,,,,0.001
3584,train,-10.121350795030594,55,0.4702938310801983,-10.591644555330276,0.001193796898405708,0.001
3584,val,-10.17482003569603,55,,,,0.001
3648,train,-10.169584453105927,56,0.46814379561692476,-10.637728214263916,0.0010785879157992895,0.001
3648,val,-10.142649441957474,56,,,,0.001
3712,train,-9.825544312596321,57,0.4670765935443342,-10.29262089729309,0.001941356337738398,0.001
3712,val,-9.80268731713295,57,,,,0.001
3776,train,-9.988822251558304,58,0.46928654005751014,-10.458108991384506,0.0015276362173608504,0.001
3776,val,-10.122764453291893,58,,,,0.001
3840,train,-10.186002537608147,59,0.46292193327099085,-10.648924455046654,0.0010505972431928967,0.001
3840,val,-10.283562272787094,59,,,,0.001
3904,train,-10.20307694375515,60,0.46404761355370283,-10.667124480009079,0.001005097062261484,0.001
3904,val,-10.014745444059372,60,,,,0.001
3968,train,-10.182239532470703,61,0.4603653051890433,-10.642604753375053,0.0010663964949344518,0.001
3968,val,-10.222988575696945,61,,,,0.001
4032,train,-10.162746652960777,62,0.4609732264652848,-10.623719915747643,0.0011136087578051956,0.001
4032,val,-10.09236603975296,62,,,,0.001
4096,train,-10.140725553035736,63,0.45973211247473955,-10.600457698106766,0.0011717643064912409,0.001
4096,val,-9.643361419439316,63,,,,0.001
4160,train,-10.02295097708702,64,0.46038056490942836,-10.483331456780434,0.001464579679122835,0.001
4160,val,-10.256893008947372,64,,,,0.001
4224,train,-10.242510572075844,65,0.45550282718613744,-10.69801340997219,0.0009278747193093295,0.001
4224,val,-9.572980344295502,65,,,,0.001
4288,train,-10.151825979351997,66,0.459094594232738,-10.610920548439026,0.0011456068814368336,0.001
4288,val,-10.271195784211159,66,,,,0.001
4352,train,-10.19571939110756,67,0.45336537482216954,-10.649084836244583,0.001050196399773995,0.001
4352,val,-10.120607405900955,67,,,,0.001
4416,train,-10.17040242254734,68,0.45294345216825604,-10.623345777392387,0.0011145438238600036,0.001
4416,val,-10.18639825284481,68,,,,0.001
4480,train,-10.200324222445488,69,0.4522277298383415,-10.652551904320717,0.0010415285159979248,0.001
4480,val,-10.221610471606255,69,,,,0.001
4544,train,-10.171242639422417,70,0.45081736147403717,-10.622059941291809,0.001117758481996134,0.001
4544,val,-10.183108806610107,70,,,,0.001
4608,train,-10.167441323399544,71,0.45077074971050024,-10.61821199953556,0.0011273783075012034,0.001
4608,val,-10.226683154702187,71,,,,0.001
4672,train,-10.214959770441055,72,0.4490485372953117,-10.664008378982544,0.0010128876710950863,0.001
4672,val,-10.307048484683037,72,,,,0.001
4736,train,-9.955632850527763,73,0.44834337290376425,-10.403976246714592,0.0016629678993922425,0.001
4736,val,-10.251345127820969,73,,,,0.001
4800,train,-10.303389921784401,74,0.44692877726629376,-10.750318691134453,0.0007971115646796534,0.001
4800,val,-10.297729805111885,74,,,,0.001
4864,train,-10.255054876208305,75,0.4462055400945246,-10.701260358095169,0.0009197574026984512,0.001
4864,val,-10.269680336117744,75,,,,0.001
4928,train,-10.205767348408699,76,0.4452321161516011,-10.650999441742897,0.0010454098564878223,0.001
4928,val,-10.020884588360786,76,,,,0.001
4992,train,-10.240602418780327,77,0.44205928314477205,-10.682661637663841,0.0009662541124271229,0.001
4992,val,-10.091304957866669,77,,,,0.001
5056,train,-10.220622673630714,78,0.44233705196529627,-10.662959799170494,0.001015508862110437,0.001
5056,val,-10.176309064030647,78,,,,0.001
5120,train,-10.238486349582672,79,0.439309012144804,-10.677795305848122,0.0009784201020011096,0.001
5120,val,-10.308859139680862,79,,,,0.001
5184,train,-10.260316148400307,80,0.43880537059158087,-10.699121609330177,0.0009251045412383974,0.001
5184,val,-10.270117223262787,80,,,,0.001
5248,train,-10.093473464250565,81,0.4376476015895605,-10.53112119436264,0.001345105655673251,0.001
5248,val,-10.174467608332634,81,,,,0.001
5312,train,-10.256308168172836,82,0.4359740074723959,-10.692282244563103,0.0009422028115295689,0.001
5312,val,-10.084591418504715,82,,,,0.001
5376,train,-10.206382885575294,83,0.4361431528814137,-10.642526105046272,0.0010665932113624876,0.001
5376,val,-10.297841012477875,83,,,,0.001
5440,train,-10.240635752677917,84,0.4338332135230303,-10.674469158053398,0.0009867356129689142,0.001
5440,val,-10.135916396975517,84,,,,0.001
5504,train,-10.279934719204903,85,0.43205196550115943,-10.711986690759659,0.0008929416189857875,0.001
5504,val,-10.283885091543198,85,,,,0.001
5568,train,-10.070420071482658,86,0.43375210743397474,-10.504172220826149,0.001412477950907487,0.001
5568,val,-10.184560477733612,86,,,,0.001
5632,train,-10.250982344150543,87,0.43090343475341797,-10.681885689496994,0.0009681942528914078,0.001
5632,val,-10.339144751429558,87,,,,0.001
5696,train,-10.308694034814835,88,0.42780976090580225,-10.736503824591637,0.000831648849271005,0.001
5696,val,-10.233358830213547,88,,,,0.001
5760,train,-10.23396010696888,89,0.4283931814134121,-10.662353292107582,0.0010170251725867274,0.001
5760,val,-10.359667465090752,89,,,,0.001
5824,train,-10.343358889222145,90,0.4241477297618985,-10.767506554722786,0.0007541418017353863,0.001
5824,val,-10.36954940855503,90,,,,0.001
5888,train,-10.253064677119255,91,0.424504014197737,-10.677568688988686,0.0009789866026039817,0.001
5888,val,-10.267046004533768,91,,,,0.001
5952,train,-10.275961473584175,92,0.4222477455623448,-10.698209345340729,0.0009273851046600612,0.001
5952,val,-10.292949184775352,92,,,,0.001
6016,train,-10.245667815208435,93,0.4220902253873646,-10.667758196592331,0.0010035133336714352,0.001
6016,val,-10.296827763319016,93,,,,0.001
6080,train,-10.27198301255703,94,0.41818520426750183,-10.690168246626854,0.0009474878434048151,0.001
6080,val,-9.933874756097794,94,,,,0.001
6144,train,-10.322060942649841,95,0.4158828197978437,-10.737943798303604,0.0008280488100353978,0.001
6144,val,-10.286234483122826,95,,,,0.001
6208,train,-10.211701348423958,96,0.41842235112562776,-10.63012358546257,0.001097599293643725,0.001
6208,val,-10.223755419254303,96,,,,0.001
6272,train,-10.26284834742546,97,0.42015812918543816,-10.68300649523735,0.0009653922206780408,0.001
6272,val,-10.351351365447044,97,,,,0.001
6336,train,-10.262738823890686,98,0.4105121032334864,-10.673250913619995,0.0009897810014081188,0.001
6336,val,-10.26385161280632,98,,,,0.001
6400,train,-10.186901465058327,99,0.41462147422134876,-10.601523011922836,0.0011691010195136187,0.001
6400,val,-10.369338616728783,99,,,,0.001
