step,phase,loss_total,epoch,kld_loss,nll_loss,mse_loss,lr
64,train,155.03381860256195,0,0.8710929969092831,154.16272747516632,0.4130797474645078,0.001
64,val,35.89365941286087,0,,,,0.001
128,train,12.154551730956882,1,1.6385166365653276,10.516035030828789,0.05396300004213117,0.001
128,val,-0.5469681276008487,1,,,,0.001
192,train,-2.8312063184566796,2,1.1107238167896867,-3.941930154338479,0.017818084015743807,0.001
192,val,-5.065924607217312,2,,,,0.001
256,train,-3.908813139423728,3,0.8723197672516108,-4.781132926233113,0.015720077251899056,0.001
256,val,-6.066245689988136,3,,,,0.001
320,train,-3.723548073321581,4,0.7822034182026982,-4.505751526914537,0.01640853086428251,0.001
320,val,-6.281816802918911,4,,,,0.001
384,train,-6.99363799393177,5,0.7147530931979418,-7.708391077816486,0.008401931263506413,0.001
384,val,-7.573075316846371,5,,,,0.001
448,train,-7.707909867167473,6,0.6553589338436723,-8.363268733024597,0.006764736826880835,0.001
448,val,-8.098019249737263,6,,,,0.001
512,train,-7.352471037534997,7,0.6129457764327526,-7.965416869148612,0.00775936681748135,0.001
512,val,-8.187184773385525,7,,,,0.001
576,train,-8.274155132472515,8,0.6018269117921591,-8.875981956720352,0.005482953565660864,0.001
576,val,-8.64905646443367,8,,,,0.001
640,train,-8.435166887938976,9,0.5755945732817054,-9.010761499404907,0.005146004827111028,0.001
640,val,-8.654518149793148,9,,,,0.001
704,train,-8.358302883803844,10,0.5589607674628496,-8.917263694107533,0.005379749367421027,0.001
704,val,-8.90729470551014,10,,,,0.001
768,train,-8.678400240838528,11,0.5540300020948052,-9.232430174946785,0.004591833083395613,0.001
768,val,-8.510199129581451,11,,,,0.001
832,train,-8.988696470856667,12,0.5496668927371502,-9.538363382220268,0.0038270000877673738,0.001
832,val,-8.744429290294647,12,,,,0.001
896,train,-9.061168290674686,13,0.5395021857693791,-9.60067044198513,0.0036712322107632644,0.001
896,val,-9.357691317796707,13,,,,0.001
960,train,-8.904838994145393,14,0.542524429038167,-9.447363570332527,0.004054499862832017,0.001
960,val,-9.095607489347458,14,,,,0.001
1024,train,-9.485090494155884,15,0.5371373854577541,-10.022227883338928,0.002617338877826114,0.001
1024,val,-8.759418711066246,15,,,,0.001
1088,train,-9.475757226347923,16,0.5385879008099437,-10.014345154166222,0.002637045696246787,0.001
1088,val,-9.761681094765663,16,,,,0.001
1152,train,-9.506285667419434,17,0.5343918530270457,-10.040677577257156,0.0025712146998557728,0.001
1152,val,-9.780665770173073,17,,,,0.001
1216,train,-9.633256494998932,18,0.5298050930723548,-10.163061439990997,0.002265254743178957,0.001
1216,val,-9.513864874839783,18,,,,0.001
1280,train,-9.660305738449097,19,0.5280561307445168,-10.188361942768097,0.0022020037522452185,0.001
1280,val,-9.810335665941238,19,,,,0.001
1344,train,-9.646872952580452,20,0.5244960337877274,-10.171369016170502,0.002244485962364706,0.001
1344,val,-9.828563958406448,20,,,,0.001
1408,train,-9.656951636075974,21,0.5230418844148517,-10.179993480443954,0.002222924627858447,0.001
1408,val,-9.846069395542145,21,,,,0.001
1472,train,-9.647228986024857,22,0.5185987250879407,-10.165827751159668,0.0022583391837542877,0.001
1472,val,-9.9380591660738,22,,,,0.001
1536,train,-9.850854396820068,23,0.5197137286886573,-10.370568126440048,0.0017464879365434172,0.001
1536,val,-9.957927331328392,23,,,,0.001
1600,train,-9.127031650394201,24,0.517063545063138,-9.644095130264759,0.003562670732208062,0.001
1600,val,-9.89594192802906,24,,,,0.001
1664,train,-9.963185757398605,25,0.5137047143653035,-10.476890414953232,0.0014806823073740816,0.001
1664,val,-10.025169432163239,25,,,,0.001
1728,train,-9.89637678861618,26,0.5143060265108943,-10.41068285703659,0.0016462013772979844,0.001
1728,val,-9.999375969171524,26,,,,0.001
1792,train,-9.741551622748375,27,0.5065837716683745,-10.248135313391685,0.002052569916486391,0.001
1792,val,-10.016171738505363,27,,,,0.001
1856,train,-9.891941994428635,28,0.5082140392623842,-10.400155931711197,0.0016725185232644435,0.001
1856,val,-9.988911747932434,28,,,,0.001
1920,train,-10.010262355208397,29,0.5036160787567496,-10.513878360390663,0.001388212394886068,0.001
1920,val,-10.064606070518494,29,,,,0.001
1984,train,-9.761395752429962,30,0.5041081300005317,-10.265503868460655,0.002009148856814136,0.001
1984,val,-9.966015309095383,30,,,,0.001
2048,train,-10.009607017040253,31,0.5011811428703368,-10.510788172483444,0.001395937988490914,0.001
2048,val,-9.88388279080391,31,,,,0.001
2112,train,-9.910033985972404,32,0.5022948617115617,-10.412328839302063,0.0016420863612438552,0.001
2112,val,-9.835668906569481,32,,,,0.001
2176,train,-9.850166633725166,33,0.49690678156912327,-10.34707336127758,0.001805224921554327,0.001
2176,val,-9.541889011859894,33,,,,0.001
2240,train,-10.04978221654892,34,0.4971928154118359,-10.546975001692772,0.001305471074374509,0.001
2240,val,-9.94905449450016,34,,,,0.001
2304,train,-10.034305855631828,35,0.4979819799773395,-10.532287910580635,0.0013421887233562302,0.001
2304,val,-10.100448161363602,35,,,,0.001
2368,train,-9.92472930252552,36,0.4949400103650987,-10.419669210910797,0.0016237353938777233,0.001
2368,val,-10.138611003756523,36,,,,0.001
2432,train,-9.958407908678055,37,0.48957886453717947,-10.447986885905266,0.0015529414904449368,0.001
2432,val,-9.636991888284683,37,,,,0.001
2496,train,-10.083374381065369,38,0.4897564477287233,-10.573130890727043,0.0012400813948261202,0.001
2496,val,-10.136803641915321,38,,,,0.001
2560,train,-9.956470116972923,39,0.4912460125051439,-10.447716102004051,0.0015536180508206598,0.001
2560,val,-9.926514998078346,39,,,,0.001
2624,train,-10.010891705751419,40,0.48750370601192117,-10.498395502567291,0.0014269199928094167,0.001
2624,val,-9.624422326683998,40,,,,0.001
2688,train,-10.049001529812813,41,0.48702780762687325,-10.536029294133186,0.0013328351906238822,0.001
2688,val,-10.082097724080086,41,,,,0.001
2752,train,-10.017570823431015,42,0.4837657636962831,-10.501336678862572,0.0014195668163665687,0.001
2752,val,-10.19852863252163,42,,,,0.001
2816,train,-9.68914744257927,43,0.49080791557207704,-10.179955244064331,0.002223020273959264,0.001
2816,val,-9.820960953831673,43,,,,0.001
2880,train,-10.019641026854515,44,0.48175986390560865,-10.501400887966156,0.0014194062569004018,0.001
2880,val,-10.185508325695992,44,,,,0.001
2944,train,-10.154210940003395,45,0.4800668261013925,-10.634277775883675,0.0010872141219806508,0.001
2944,val,-10.075003996491432,45,,,,0.001
3008,train,-10.079081058502197,46,0.4810609952546656,-10.560142055153847,0.0012725531887554098,0.001
3008,val,-9.936329394578934,46,,,,0.001
3072,train,-10.079496666789055,47,0.4768059686757624,-10.556302681565285,0.0012821517811971717,0.001
3072,val,-10.18082195520401,47,,,,0.001
3136,train,-10.09487372636795,48,0.4758121045306325,-10.570685803890228,0.0012461938576961984,0.001
3136,val,-10.215885654091835,48,,,,0.001
3200,train,-10.140972226858139,49,0.4773990837857127,-10.618371278047562,0.0011269800688751275,0.001
3200,val,-10.114280253648758,49,,,,0.001
3264,train,-9.918767154216766,50,0.47541282372549176,-10.394179984927177,0.0016874583743629046,0.001
3264,val,-10.227337688207626,50,,,,0.001
3328,train,-10.172181874513626,51,0.47284256014972925,-10.645024448633194,0.0010603473901937832,0.001
3328,val,-10.188962742686272,51,,,,0.001
3392,train,-10.131741300225258,52,0.4730894430540502,-10.604830786585808,0.0011608315553530701,0.001
3392,val,-10.049343630671501,52,,,,0.001
3456,train,-10.122603729367256,53,0.46982109686359763,-10.59242469072342,0.001191846449728473,0.001
3456,val,-10.178661599755287,53,,,,0.001
3520,train,-9.95320412516594,54,0.4716390836983919,-10.424843177199364,0.0016108003437693696,0.001
3520,val,-10.168256849050522,54,,,,0.001
3584,train,-10.212250128388405,55,0.46611661557108164,-10.6783666908741,0.0009769917332960176,0.001
3584,val,-10.126932248473167,55,,,,0.001
3648,train,-9.980004996061325,56,0.47163332998752594,-10.451638266444206,0.0015438128411915386,0.001
3648,val,-10.200066804885864,56,,,,0.001
3712,train,-10.17731374502182,57,0.4682102953083813,-10.645524099469185,0.001059098324731167,0.001
3712,val,-10.130834415555,57,,,,0.001
3776,train,-10.101076915860176,58,0.4682063520886004,-10.56928326189518,0.001249700158041378,0.001
3776,val,-10.050727352499962,58,,,,0.001
3840,train,-10.225190550088882,59,0.46302617993205786,-10.688216805458069,0.0009523664057269343,0.001
3840,val,-9.975271701812744,59,,,,0.001
3904,train,-10.15906223654747,60,0.4630579939112067,-10.622120261192322,0.001117607843298174,0.001
3904,val,-10.20049300789833,60,,,,0.001
3968,train,-10.134665936231613,61,0.46150040114298463,-10.596166238188744,0.0011824926232293365,0.001
3968,val,-10.01739451289177,61,,,,0.001
4032,train,-10.070656642317772,62,0.4638811368495226,-10.534537687897682,0.0013365641125346883,0.001
4032,val,-10.251035407185555,62,,,,0.001
4096,train,-10.20475821197033,63,0.4590380531735718,-10.663796305656433,0.0010134175672646961,0.001
4096,val,-9.70663832128048,63,,,,0.001
4160,train,-9.962896063923836,64,0.46202931413426995,-10.424925476312637,0.0016105949216580484,0.001
4160,val,-10.134615749120712,64,,,,0.001
4224,train,-10.224230498075485,65,0.457929456140846,-10.68215987086296,0.0009675083965703379,0.001
4224,val,-10.257420852780342,65,,,,0.001
4288,train,-10.262399926781654,66,0.4574984651990235,-10.719898387789726,0.0008731625057407655,0.001
4288,val,-10.258911326527596,66,,,,0.001
4352,train,-10.139650404453278,67,0.45635184459388256,-10.596002325415611,0.0011829027789644897,0.001
4352,val,-10.253169059753418,67,,,,0.001
4416,train,-10.225032314658165,68,0.45519813476130366,-10.680230528116226,0.0009723320390548906,0.001
4416,val,-10.20653748512268,68,,,,0.001
4480,train,-10.11246457695961,69,0.4538110354915261,-10.566275581717491,0.0012572194173117168,0.001
4480,val,-10.062696024775505,69,,,,0.001
4544,train,-10.159155458211899,70,0.45344703551381826,-10.612602353096008,0.0011414023319957778,0.001
4544,val,-10.301945015788078,70,,,,0.001
4608,train,-10.254105493426323,71,0.44995536748319864,-10.70406086742878,0.0009127562316280091,0.001
4608,val,-10.231349721550941,71,,,,0.001
4672,train,-10.118541225790977,72,0.4504874716512859,-10.569028779864311,0.0012503365196607774,0.001
4672,val,-10.11438924074173,72,,,,0.001
4736,train,-10.202910855412483,73,0.4491768446750939,-10.652087852358818,0.0010426888538859203,0.001
4736,val,-10.282784596085548,73,,,,0.001
4800,train,-10.203181371092796,74,0.44773927284404635,-10.650920704007149,0.0010456068102939753,0.001
4800,val,-10.310388892889023,74,,,,0.001
4864,train,-10.105744138360023,75,0.44681909028440714,-10.552563101053238,0.0012915005754621234,0.001
4864,val,-10.18111215531826,75,,,,0.001
4928,train,-10.271565183997154,76,0.44468055153265595,-10.716245591640472,0.0008822941026664921,0.001
4928,val,-10.260490864515305,76,,,,0.001
