dataset,model,MASE,WQL
ercot,amazon/chronos-2,0.7764977860744485,0.024569405770396038
exchange_rate,amazon/chronos-2,1.8787513903940336,0.012138178339081786
monash_australian_electricity,amazon/chronos-2,0.6134628020041932,0.02878358543629906
monash_traffic,amazon/chronos-2,0.8307807385916943,0.24254074888201338
nn5,amazon/chronos-2,0.556105424175922,0.14489329582765764
