epoch,total_loss,kld_loss,nll_loss,mse_loss,lr
0,29.306989058852196,0.6169935676734895,28.689995743334293,0.6014728660229594,0.001
1,6.747625257819891,0.4974179584532976,6.250207353383303,0.15267706639133394,0.001
2,3.7140235379338264,0.4977537300437689,3.2162697799503803,0.0919983105850406,0.001
3,2.6467595449648798,0.49472469883039594,2.1520349216880277,0.0707136120472569,0.001
4,1.9761310692410916,0.477586479857564,1.498544615926221,0.057643805659608915,0.001
5,1.6188789854058996,0.45320287719368935,1.1656761342892423,0.050986434071091935,0.001
6,1.6406876941327937,0.4306799196638167,1.2100077914074063,0.051873066840926185,0.001
7,0.42798290663631633,0.42988146329298615,-0.0018985448405146599,0.027634940102871042,0.001
8,0.12878160807304084,0.4322485225275159,-0.303466921672225,0.02160357133107027,0.001
9,-0.05817849515005946,0.41559724183753133,-0.47377573465928435,0.018197394892922603,0.001
10,-0.035034936969168484,0.37601519702002406,-0.4110500847455114,0.019451907486654818,0.001
11,-0.20243536727502942,0.29213277949020267,-0.4945681276731193,0.017781546237529255,0.001
12,-0.3886692994274199,0.27067397255450487,-0.6593432817608118,0.014486043626675382,0.001
13,-0.2253798331366852,0.259957414586097,-0.4853372420184314,0.017966164530662354,0.001
14,-0.43765219766646624,0.25713539123535156,-0.6947875579353422,0.013777158306766069,0.001
15,-0.5786842775996774,0.24993141484446824,-0.8286156947724521,0.011100595263997093,0.001
16,-0.6287758857943118,0.25110940961167216,-0.8798852954059839,0.010075203510496067,0.001
17,-0.66724299849011,0.24324089009314775,-0.9104838987113908,0.009463231061090482,0.001
18,-0.6586811053566635,0.2429382549598813,-0.9016193551942706,0.00964052169729257,0.001
19,-0.752978952601552,0.24078340432606637,-0.9937623529694974,0.0077976617285457905,0.001
20,-0.518335847533308,0.24025507224723697,-0.7585909392219037,0.012501090259320335,0.001
21,-0.5675796587020159,0.24272410408593714,-0.8103037637192756,0.011466833926533582,0.001
22,-0.8304247101768851,0.234561424003914,-1.0649861334823072,0.006373186140990583,0.001
23,-0.8081668503582478,0.23283683485351503,-1.041003671940416,0.006852835344034247,0.001
24,-0.8473660671152174,0.23065521428361535,-1.0780212706886232,0.00611248318455182,0.001
25,-0.8688529036007822,0.22956319013610482,-1.0984160909429193,0.005704586714273319,0.001
26,-0.8795846430584788,0.22851257515139878,-1.1080972217023373,0.005510964445420541,0.001
27,-0.7482568006962538,0.22915036021731794,-0.977407161728479,0.008124765543470858,0.001
28,-0.8751327376812696,0.22727840743027627,-1.1024111546576023,0.005624685607472202,0.001
29,-0.9195521408692002,0.22581484937109053,-1.1453669941984117,0.004765568821312627,0.001
30,-0.7577612120658159,0.2261097386945039,-0.9838709505274892,0.00799548973373021,0.001
31,-0.695033373311162,0.22867631632834673,-0.9237096784636378,0.0091987151572539,0.001
32,-0.9286989965476096,0.22745583183132112,-1.1561548374593258,0.004549812038021628,0.001
33,-0.9087207736447453,0.2209985179360956,-1.1297192806378007,0.005078522979601985,0.001
34,-0.7414069469668902,0.21846291632391512,-0.9598698620684445,0.00847551149490755,0.001
35,-0.6812855643220246,0.22299182252027094,-0.9042773774708621,0.009587361415469786,0.001
36,-0.9514547856524587,0.21933749737218022,-1.1707922806963325,0.004257062941178447,0.001
37,-0.6930958013981581,0.22266198135912418,-0.9157577932346612,0.009357753278891323,0.001
38,-0.9732697154395282,0.21473388304002583,-1.1880036005750299,0.003912836586096091,0.001
