metric,scope,mean,std,seed_4
A6_path_mmd2,native,0.00129619,0.0,0.001296186177185188
A7_terminal_mmd2,native,0.00305694,0.0,0.0030569387068704046
A8_increment_mmd2,native,1.285e-05,0.0,1.284647815236184e-05
A9_volatility_mmd,native,0.01197595,0.0,0.011975953335340517
A10_terminal_swd,native,0.11864128,0.0,0.11864128017573483
A11_path_swd,native,0.06941515,0.0,0.06941515157636408
A20_cov_error,native,1.00142315,0.0,1.0014231515851755
A25_mean_rmse,native,0.05526306,0.0,0.055263057873022554
A18_disc_score_gru,native,0.016273,0.0,0.016273
A18_disc_score_mlp,native,0.005289,0.0,0.005289
A1_kurtosis_error,per-asset-mean,37.95629256,0.0,37.95629256062092
A2_abs_r_q95_error,per-asset-mean,0.00018594,0.0,0.00018594045384097267
A3_abs_r_q99_error,per-asset-mean,0.00040731,0.0,0.0004073149675484366
A4_tail_qq_error,per-asset-mean,0.00019022,0.0,0.0001902163181438401
A5_hill_tail_index_error,per-asset-mean,43.8254799,0.0,43.8254799047009
A12_rv_law_loss,per-asset-mean,0.00581355,0.0,0.005813550866635618
A13_mean_path_rmse,per-asset-mean,0.0086733,0.0,0.008673296162899479
A14_ks_logreturns,per-asset-mean,0.08866181,0.0,0.08866181461204067
A15_skewness_error,per-asset-mean,0.24852986,0.0,0.24852985776615938
A16_qq_rmse,per-asset-mean,0.0001284,0.0,0.00012839962442194507
A17_terminal_ks,per-asset-mean,0.04026286,0.0,0.04026285807291666
A21_acf_abs,per-asset-mean,0.03372154,0.0,0.03372154353953377
A22_acf_sq,per-asset-mean,0.03149565,0.0,0.03149564632383045
A23_acf_lag1_abs_error,per-asset-mean,0.04028154,0.0,0.040281539511088746
A24_acf_lag1_sq_error,per-asset-mean,0.03367809,0.0,0.033678091502143875
A26_std_error,per-asset-mean,0.00841058,0.0,0.008410581828295554
A27_logreturn_std_error,per-asset-mean,8.359e-05,0.0,8.35885177226848e-05
A28_kurtosis_ratio,per-asset-mean,13.55837041,0.0,13.558370405202862
A29_sigma_mean_error,per-asset-mean,0.00153936,0.0,0.0015393550220797365
A30_vol_path_rmse,per-asset-mean,0.07359864,0.0,0.07359864338838878
A31_rolling_vol_ks,per-asset-mean,0.17235253,0.0,0.17235252979971205
A32_vol_of_vol_error,per-asset-mean,6.585e-05,0.0,6.585293248106503e-05
B_log_ret_hist_funct,per-asset-mean,114787.81506405,0.0,114787.81506404787
B_log_ret_hist_der,per-asset-mean,234033.51312252,0.0,234033.51312251773
B_log_ret_hist_sec_der,per-asset-mean,728161.66345481,0.0,728161.6634548078
B_log_ret_hist_funct_pct,per-asset-mean,166227550.6491484,0.0,166227550.6491484
B_log_ret_hist_der_pct,per-asset-mean,173.56041528,0.0,173.56041527641446
B_log_ret_hist_sec_der_pct,per-asset-mean,173840.11677732,0.0,173840.11677731667
B_log_ret_hist_funct_nrmse,per-asset-mean,8.19359809,0.0,8.193598093746145
B_log_ret_hist_der_nrmse,per-asset-mean,14.07716086,0.0,14.077160862894145
B_log_ret_hist_sec_der_nrmse,per-asset-mean,13.88227116,0.0,13.882271156546016
B_log_ret_hist_funct_cvar90,per-asset-mean,15.86546792,0.0,15.865467915309807
B_log_ret_hist_funct_cvar95,per-asset-mean,25.35509815,0.0,25.355098149818524
B_qq_plot_funct,per-asset-mean,2e-08,0.0,2.2626941031642814e-08
B_qq_plot_der,per-asset-mean,0.0,0.0,1.785971708892806e-09
B_qq_plot_sec_der,per-asset-mean,0.0,0.0,1.2210113848864225e-09
B_qq_plot_funct_pct,per-asset-mean,1073.53207999,0.0,1073.5320799884087
B_qq_plot_der_pct,per-asset-mean,213.99225768,0.0,213.99225767521645
B_qq_plot_sec_der_pct,per-asset-mean,65.00586859,0.0,65.00586859246917
B_qq_plot_funct_nrmse,per-asset-mean,5.94722062,0.0,5.947220619819452
B_qq_plot_der_nrmse,per-asset-mean,5.205971,0.0,5.205970997072967
B_qq_plot_sec_der_nrmse,per-asset-mean,7.67146405,0.0,7.6714640471429085
B_qq_plot_funct_cvar90,per-asset-mean,5.78671178,0.0,5.786711779226412
B_qq_plot_funct_cvar95,per-asset-mean,7.09596617,0.0,7.095966165512483
B_acf_abs_r_funct,per-asset-mean,0.00108701,0.0,0.0010870104256009423
B_acf_abs_r_der,per-asset-mean,0.00015609,0.0,0.00015609048730163346
