metric,asset,seed_4,mean
A12_rv_law_loss,0,0.0026572391388578484,0.00265724
A12_rv_law_loss,1,0.0060353053084710685,0.00603531
A12_rv_law_loss,2,0.003636141696222563,0.00363614
A12_rv_law_loss,3,0.016009249196534944,0.01600925
A12_rv_law_loss,4,0.005428852075775062,0.00542885
A12_rv_law_loss,5,0.005279477371382452,0.00527948
A12_rv_law_loss,6,0.0024242461864275432,0.00242425
A12_rv_law_loss,7,0.0050378959594134685,0.0050379
A13_mean_path_rmse,0,0.003198711276184891,0.00319871
A13_mean_path_rmse,1,0.004819258881618721,0.00481926
A13_mean_path_rmse,2,0.00512504643982632,0.00512505
A13_mean_path_rmse,3,0.014502387250167257,0.01450239
A13_mean_path_rmse,4,0.004761990274082378,0.00476199
A13_mean_path_rmse,5,0.016428136985473508,0.01642814
A13_mean_path_rmse,6,0.014326134147930356,0.01432613
A13_mean_path_rmse,7,0.006224704047912401,0.0062247
A14_ks_logreturns,0,0.09503029650590553,0.0950303
A14_ks_logreturns,1,0.03506782111220469,0.03506782
A14_ks_logreturns,2,0.09711157931430445,0.09711158
A14_ks_logreturns,3,0.07854663918963256,0.07854664
A14_ks_logreturns,4,0.0723489275754593,0.07234893
A14_ks_logreturns,5,0.04751707062007876,0.04751707
A14_ks_logreturns,6,0.1026813176673228,0.10268132
A14_ks_logreturns,7,0.18099086491141736,0.18099086
A15_skewness_error,0,0.061557298349507426,0.0615573
A15_skewness_error,1,0.10889802794529706,0.10889803
A15_skewness_error,2,0.543374821957884,0.54337482
A15_skewness_error,3,0.17063789795988815,0.1706379
A15_skewness_error,4,0.026020460871635225,0.02602046
A15_skewness_error,5,0.5908932829317497,0.59089328
A15_skewness_error,6,0.2994140715026097,0.29941407
A15_skewness_error,7,0.18744300061070374,0.187443
A16_qq_rmse,0,9.541538350543701e-05,9.542e-05
A16_qq_rmse,1,0.00011162512107828165,0.00011163
A16_qq_rmse,2,0.00012095890985263596,0.00012096
A16_qq_rmse,3,0.0002784440650060182,0.00027844
A16_qq_rmse,4,0.00012536275323111988,0.00012536
A16_qq_rmse,5,0.00010627330495104562,0.00010627
A16_qq_rmse,6,5.59240689066774e-05,5.592e-05
A16_qq_rmse,7,0.0001331933888443449,0.00013319
A17_terminal_ks,0,0.037923177083333315,0.03792318
A17_terminal_ks,1,0.03336588541666667,0.03336589
A17_terminal_ks,2,0.037923177083333315,0.03792318
A17_terminal_ks,3,0.029296875,0.02929688
A17_terminal_ks,4,0.023274739583333315,0.02327474
A17_terminal_ks,5,0.049641927083333315,0.04964193
A17_terminal_ks,6,0.05615234375,0.05615234
A17_terminal_ks,7,0.054524739583333315,0.05452474
A19_pred_score_gru,0,0.005455,0.005455
A19_pred_score_gru,1,0.004449,0.004449
A19_pred_score_gru,2,0.00299,0.00299
A19_pred_score_gru,3,0.006804,0.006804
A19_pred_score_gru,4,0.001697,0.001697
A19_pred_score_gru,5,0.001924,0.001924
A19_pred_score_gru,6,0.002456,0.002456
A19_pred_score_gru,7,0.002697,0.002697
A19_pred_score_mlp,0,0.005872,0.005872
A19_pred_score_mlp,1,0.004966,0.004966
