step,train_bce
50,0.690905
100,0.689426
150,0.693087
200,0.692536
250,0.695874
300,0.693483
350,0.693182
400,0.693392
450,0.69349
500,0.693233
550,0.6937
600,0.692684
650,0.69519
700,0.692712
750,0.693668
800,0.693147
850,0.693033
900,0.692484
950,0.693389
1000,0.693025
1050,0.693027
1100,0.692816
1150,0.695608
1200,0.693155
1250,0.692804
1300,0.693474
1350,0.693176
1400,0.693054
1450,0.693039
1500,0.691777
1550,0.693149
1600,0.693654
1650,0.693214
1700,0.696206
1750,0.693193
1800,0.693609
1850,0.692897
1900,0.692553
1950,0.692977
2000,0.692933
