step,train_bce
50,0.689365
100,0.693095
150,0.692728
200,0.692881
250,0.693474
300,0.692712
350,0.694786
400,0.692738
450,0.693145
500,0.69389
550,0.688506
600,0.692325
650,0.690328
700,0.691146
750,0.693582
800,0.692829
850,0.696446
900,0.6918
950,0.693248
1000,0.693251
1050,0.69308
1100,0.694128
1150,0.690652
1200,0.69421
1250,0.693617
1300,0.692887
1350,0.69277
1400,0.692877
1450,0.693044
1500,0.692643
1550,0.693332
1600,0.693078
1650,0.695873
1700,0.693888
1750,0.691622
1800,0.694351
1850,0.691197
1900,0.691168
1950,0.692858
2000,0.693179
