step,train_bce
50,0.693156
100,0.692387
150,0.6918
200,0.692481
250,0.693196
300,0.692208
350,0.692731
400,0.692693
450,0.693194
500,0.699875
550,0.692984
600,0.693241
650,0.695155
700,0.693439
750,0.693299
800,0.693484
850,0.693459
900,0.692802
950,0.693144
1000,0.691888
1050,0.694722
1100,0.694559
1150,0.694302
1200,0.694051
1250,0.691373
1300,0.693549
1350,0.692645
1400,0.693023
1450,0.696131
1500,0.692421
1550,0.691353
1600,0.691803
1650,0.695731
1700,0.691377
1750,0.692176
1800,0.694834
1850,0.692173
1900,0.693579
1950,0.693294
2000,0.691762
