step,train_bce
50,0.692752
100,0.693056
150,0.691329
200,0.69396
250,0.693195
300,0.693005
350,0.693411
400,0.692444
450,0.692698
500,0.6933
550,0.694539
600,0.692374
650,0.693087
700,0.693349
750,0.693544
800,0.692592
850,0.692907
900,0.694333
950,0.692
1000,0.691814
1050,0.69247
1100,0.69353
1150,0.693274
1200,0.69379
1250,0.693068
1300,0.697149
1350,0.692724
1400,0.692615
1450,0.692755
1500,0.692659
1550,0.694721
1600,0.689201
1650,0.692586
1700,0.694368
1750,0.692864
1800,0.694418
1850,0.692982
1900,0.693052
1950,0.693271
2000,0.693704
