step,train_bce
50,0.692734
100,0.695674
150,0.690161
200,0.69331
250,0.692643
300,0.692767
350,0.6932
400,0.692971
450,0.69283
500,0.692726
550,0.697722
600,0.693632
650,0.693098
700,0.691559
750,0.693395
800,0.692536
850,0.692051
900,0.693812
950,0.693201
1000,0.693186
1050,0.69343
1100,0.694363
1150,0.692383
1200,0.694324
1250,0.693361
1300,0.692716
1350,0.696753
1400,0.693758
1450,0.693138
1500,0.689198
1550,0.691866
1600,0.704598
1650,0.599764
1700,0.54711
1750,0.507822
1800,0.484358
1850,0.578081
1900,0.459174
1950,0.457321
2000,0.486626
