step,train_bce
50,0.692792
100,0.694883
150,0.693155
200,0.693157
250,0.693628
300,0.693187
350,0.692679
400,0.693026
450,0.689672
500,0.692868
550,0.692904
600,0.695125
650,0.693321
700,0.691418
750,0.693053
800,0.693192
850,0.693888
900,0.694155
950,0.693147
1000,0.693531
1050,0.69406
1100,0.692491
1150,0.693565
1200,0.693796
1250,0.692636
1300,0.693792
1350,0.694469
1400,0.693438
1450,0.692829
1500,0.69367
1550,0.69315
1600,0.694306
1650,0.695225
1700,0.693427
1750,0.693154
1800,0.691781
1850,0.692247
1900,0.693097
1950,0.693216
2000,0.693774
