metric,scope,mean,std,seed_0,seed_1,seed_2,seed_3,seed_4
A6_path_mmd2,native,0.00120961,0.00025222,0.0016664254379992194,0.0010558930926258814,0.0009805900612120944,0.001048932537729419,0.001296186177185188
A7_terminal_mmd2,native,0.00291021,0.00050296,0.0037941504108607305,0.0027514870061384755,0.002642567855755118,0.0023059249531105497,0.0030569387068704046
A8_increment_mmd2,native,1.143e-05,1.39e-06,1.2607203341730155e-05,9.41029261114501e-06,1.0134713896770009e-05,1.214928819637251e-05,1.284647815236184e-05
A9_volatility_mmd,native,0.01124751,0.00201562,0.01483798228509059,0.009375915819001657,0.009580072527670458,0.01046762971863413,0.011975953335340517
A10_terminal_swd,native,0.11456069,0.01366284,0.1387981176685921,0.1115042040232141,0.10258076577525253,0.10127906462153982,0.11864128017573483
A11_path_swd,native,0.06791448,0.00414005,0.0740294893485802,0.06957417220250198,0.06290009412699663,0.06365349914258193,0.06941515157636408
A20_cov_error,native,1.311607,0.28918135,1.4754676627200725,1.6782197579857439,1.4626099510573385,0.940314481518292,1.0014231515851755
A25_mean_rmse,native,0.05082219,0.02574309,0.0968068385339466,0.02369268837301375,0.029904281452470427,0.04844407273068291,0.055263057873022554
A18_disc_score_gru,native,0.0056144,0.0029719,0.010171,0.005696,0.002848,0.002034,0.007323
A18_disc_score_mlp,native,0.0078928,0.00448335,0.003662,0.013019,0.013019,0.002441,0.007323
A1_kurtosis_error,per-asset-mean,37.7984857,0.4410184,37.853027337858585,38.08793841918226,36.941398959176084,38.153771210602756,37.95629256062092
A2_abs_r_q95_error,per-asset-mean,0.00016786,3.914e-05,0.00023248535586640752,0.0001634046315389326,0.00013482879602870755,0.00012263399554532373,0.00018594045384097267
A3_abs_r_q99_error,per-asset-mean,0.0004024,4.912e-05,0.000487461772617308,0.00039612364518957425,0.0003856444945688546,0.0003354534215296471,0.0004073149675484366
A4_tail_qq_error,per-asset-mean,0.00017867,3.374e-05,0.0002365699944347535,0.00017443630442254791,0.00015175100619443151,0.00014039610504614847,0.0001902163181438401
A5_hill_tail_index_error,per-asset-mean,39.86782945,6.07002642,49.26334669179639,32.57368619709042,38.92721023016978,34.74942423236341,43.8254799047009
A12_rv_law_loss,per-asset-mean,0.00564577,0.00075753,0.007041687540536732,0.0052239702663634206,0.005251780754137003,0.004897848541970238,0.005813550866635619
A13_mean_path_rmse,per-asset-mean,0.01069046,0.00475613,0.01982177693957818,0.007576477442762202,0.006695810446353239,0.01068494233900815,0.008673296162899479
A14_ks_logreturns,per-asset-mean,0.08592516,0.00375779,0.09118219811146652,0.08033075607980644,0.08391821353141404,0.08553284171998032,0.08866181461204067
A15_skewness_error,per-asset-mean,0.23934375,0.00500322,0.23936763435579783,0.23739886227727347,0.2380136908704637,0.23340872784391883,0.24852985776615938
A16_qq_rmse,per-asset-mean,0.00011992,1.355e-05,0.00014267986127014051,0.00011054102822337657,0.00010994920721126017,0.00010802997023409838,0.00012839962442194507
A17_terminal_ks,per-asset-mean,0.04336751,0.00241089,0.045593261718750014,0.04606119791666667,0.04412841796875,0.04079182942708334,0.04026285807291666
A21_acf_abs,per-asset-mean,0.03223984,0.0016203,0.03450785987225686,0.030282062991752023,0.03092605407921383,0.03176169837984831,0.03372154353953377
A22_acf_sq,per-asset-mean,0.03071321,0.00132041,0.03282045397912485,0.02923567957288573,0.02951492688708215,0.03049931975327427,0.03149564632383045
A23_acf_lag1_abs_error,per-asset-mean,0.03783531,0.0020854,0.039751262519013036,0.034487475860391865,0.0368997535313879,0.03775651094157789,0.040281539511088746
A24_acf_lag1_sq_error,per-asset-mean,0.03253634,0.00189187,0.03557546869128164,0.030276445737908612,0.031126533750287535,0.03202516568016395,0.033678091502143875
A26_std_error,per-asset-mean,0.00828825,0.0015631,0.010869940989815665,0.008780161858300852,0.0069963971085849905,0.006384177269645377,0.008410581828295554
A27_logreturn_std_error,per-asset-mean,8.268e-05,1.547e-05,0.00010815383732753927,8.789838918726432e-05,6.996330041833766e-05,6.37764071792553e-05,8.35885177226848e-05
A28_kurtosis_ratio,per-asset-mean,13.24655138,0.6865308,11.943200054574863,13.54375055158665,13.25365156884332,13.933784344427103,13.558370405202862
A29_sigma_mean_error,per-asset-mean,0.00139342,0.00021272,0.001742024173214133,0.0012619538843058327,0.001222473362978511,0.0012012779296263552,0.0015393550220797365
A30_vol_path_rmse,per-asset-mean,0.06735615,0.01593215,0.09523990033147668,0.05698380211728528,0.06109107297548953,0.049867337691912816,0.07359864338838878
A31_rolling_vol_ks,per-asset-mean,0.16933078,0.00538758,0.17854354568936315,0.16434832317073172,0.16574419223196138,0.16566529312754066,0.17235252979971205
A32_vol_of_vol_error,per-asset-mean,7.688e-05,9.38e-06,7.877485042996017e-05,9.004350209036445e-05,8.303812946923484e-05,6.670468580058947e-05,6.585293248106503e-05
B_log_ret_hist_funct,per-asset-mean,114033.86965294,1112.67449732,115528.49368021925,112276.40878083796,113489.46298967309,114087.1677499373,114787.81506404787
B_log_ret_hist_der,per-asset-mean,233807.44801602,286.58243164,234009.2478168027,233442.68302171963,233472.76891370548,234079.0272053358,234033.51312251773
B_log_ret_hist_sec_der,per-asset-mean,727506.94364323,908.95883745,728233.2556488158,726567.5514011767,726238.540174474,728333.7075368625,728161.6634548078
B_log_ret_hist_funct_pct,per-asset-mean,173917740.50319242,6810800.98585236,170401921.03574568,185752155.30828157,176780346.16926867,170426729.35351774,166227550.6491484
B_log_ret_hist_der_pct,per-asset-mean,172.27614275,13.95001914,192.95504662064963,148.97722301735368,172.85186575720468,173.03616307841028,173.56041527641446
B_log_ret_hist_sec_der_pct,per-asset-mean,232739.53987775,102433.00121395,261932.59652318637,419956.9783443278,135463.96173495817,172504.04600896884,173840.11677731667
B_log_ret_hist_funct_nrmse,per-asset-mean,8.08475181,0.14688171,8.271084990211694,7.857794958235037,7.989537973578731,8.111743045202475,8.193598093746145
B_log_ret_hist_der_nrmse,per-asset-mean,14.08113075,0.02150874,14.100742889888158,14.059945366088904,14.056989959538901,14.110814658506676,14.077160862894145
B_log_ret_hist_sec_der_nrmse,per-asset-mean,13.88946206,0.01745408,13.905036045619717,13.879551715456733,13.866460319403707,13.913991038970124,13.882271156546016
B_log_ret_hist_funct_cvar90,per-asset-mean,15.72268393,0.27208467,16.158135708069437,15.381206980038048,15.516239348443527,15.69236971066636,15.865467915309807
B_log_ret_hist_funct_cvar95,per-asset-mean,25.05957931,0.46634149,25.75032527965808,24.413493913225892,24.735179506925476,25.043799702251086,25.355098149818524
B_qq_plot_funct,per-asset-mean,2e-08,1e-08,3.3803861887012805e-08,1.5704793558612165e-08,1.6156059661280284e-08,1.4958634543637443e-08,2.2626941031642814e-08
B_qq_plot_der,per-asset-mean,0.0,0.0,2.626320467104139e-09,1.5853859160473676e-09,1.7925349335793863e-09,1.3407076080076171e-09,1.785971708892806e-09
B_qq_plot_sec_der,per-asset-mean,0.0,0.0,1.4653798177646821e-09,1.0682744113135858e-09,1.3887096882877573e-09,1.0901249903808723e-09,1.2210113848864225e-09
B_qq_plot_funct_pct,per-asset-mean,1033.00196253,37.19680932,1065.6560332705694,972.1949538688174,1012.0664278132163,1041.560317699117,1073.5320799884087
B_qq_plot_der_pct,per-asset-mean,206.01808539,8.35288272,215.38468459165273,192.89120718343366,201.05288188702144,206.76939562475707,213.99225767521645
B_qq_plot_sec_der_pct,per-asset-mean,62.76187146,1.80864822,64.84934431705503,61.03440611861629,60.917458215378595,62.00228006081642,65.00586859246917
B_qq_plot_funct_nrmse,per-asset-mean,5.59794205,0.62517167,6.668581155136973,5.183344412080244,5.161271048703877,5.0292930263245115,5.947220619819452
B_qq_plot_der_nrmse,per-asset-mean,5.26208804,0.20700967,5.534176409212453,5.2378224387315,5.409257245553036,4.923213122364381,5.205970997072967
B_qq_plot_sec_der_nrmse,per-asset-mean,7.69368872,0.28411284,7.933423433730616,7.369180216032139,8.089681557547959,7.4046943254895385,7.6714640471429085
B_qq_plot_funct_cvar90,per-asset-mean,5.46679662,0.71993489,6.718398202557908,5.133116958984388,4.99823862133831,4.697517546660299,5.786711779226412
B_qq_plot_funct_cvar95,per-asset-mean,6.7998995,0.88520927,8.330032086227149,6.594866909524658,6.247082503377846,5.731549821563546,7.095966165512483
B_acf_abs_r_funct,per-asset-mean,0.00103958,7.482e-05,0.0011583286267766385,0.000955892236384787,0.0009735127388456511,0.0010231495368516455,0.0010870104256009423
B_acf_abs_r_der,per-asset-mean,0.00015508,5.75e-06,0.00015748508509674322,0.00016393133937212467,0.00014735124518054302,0.00015055632222134464,0.00015609048730163346
B_acf_abs_r_sec_der,per-asset-mean,0.00054892,2.147e-05,0.0005577264409273007,0.0005809634186482058,0.0005199764519239862,0.0005309063886573857,0.0005550479787128923
B_acf_abs_r_funct_pct,per-asset-mean,865.23727894,20.45340988,899.4796626997173,868.4834157830927,838.9994141717365,850.7542579437952,868.4696441182018
B_acf_abs_r_der_pct,per-asset-mean,113.34973831,4.52420925,118.12524461533134,115.76960373038035,107.41828591705772,108.37610476462544,117.05945252164524
B_acf_abs_r_sec_der_pct,per-asset-mean,103.96869654,4.89716927,100.74702344566094,111.71815839131892,107.7900116546255,99.89850142784377,99.68978776203237
B_acf_abs_r_funct_nrmse,per-asset-mean,44.02597264,1.53154891,46.36404880511867,42.31928561708426,42.521748654496974,43.86858056126115,45.05619956619986
B_acf_abs_r_der_nrmse,per-asset-mean,53.7372872,1.0099993,53.822569459803816,55.4985486671457,52.58694345013956,52.92791725928875,53.85045717298428
B_acf_abs_r_sec_der_nrmse,per-asset-mean,116.9800309,2.23939732,117.75777063848945,120.28835253228094,114.45728895820285,114.47523162710479,117.92151076496057
B_acf_abs_r_funct_cvar90,per-asset-mean,58.03775436,2.00748444,61.375334124754595,55.823733486768,56.812016077545906,56.94845220410603,59.229235894635714
B_acf_abs_r_funct_cvar95,per-asset-mean,60.48448821,1.90629763,63.76569063568421,58.552356981037946,58.99424319994645,59.70665377709013,61.403496457235875
B_acf_sq_r_funct,per-asset-mean,0.00085204,3.951e-05,0.0009176825017501205,0.0008229693502895112,0.0008023748336988197,0.0008516289720419545,0.000865567836425426
B_acf_sq_r_der,per-asset-mean,8.595e-05,5.22e-06,8.975688358636595e-05,9.144237287689717e-05,7.81923758331949e-05,8.128881416181926e-05,8.906880912929642e-05
B_acf_sq_r_sec_der,per-asset-mean,0.00029833,1.953e-05,0.000310989576912268,0.00031833598682360124,0.0002700161273360072,0.00027979895961137365,0.0003125319114314333
B_acf_sq_r_funct_pct,per-asset-mean,2910.45800271,225.28086626,2791.1200442743257,3333.521156447877,2668.4279251086973,2884.6928105804027,2874.5280771327293
B_acf_sq_r_der_pct,per-asset-mean,171.69134235,26.18987901,194.64563867085792,180.49100589350843,137.7732149547139,143.85601061708556,201.69084162523606
B_acf_sq_r_sec_der_pct,per-asset-mean,99.29201623,3.59202207,102.16340224768496,103.48228008149783,94.46686300605015,95.6314380897989,100.71609772442594
B_acf_sq_r_funct_nrmse,per-asset-mean,47.86727303,1.16122838,49.77208657580098,47.020337783339265,46.35906107851075,47.99110066780817,48.1937790309308
B_acf_sq_r_der_nrmse,per-asset-mean,46.38411589,1.42466137,47.23884943789788,48.07262768901856,44.30379227291523,45.12023942411541,47.18507062455173
B_acf_sq_r_sec_der_nrmse,per-asset-mean,96.75194137,3.31793356,98.8693212748893,100.05480101876213,92.04141643993896,93.46362675187828,99.3305413586561
B_acf_sq_r_funct_cvar90,per-asset-mean,63.25614761,2.09612055,67.12838675657352,61.000169246926625,62.02997964507684,62.670359440133936,63.45184296382317
B_acf_sq_r_funct_cvar95,per-asset-mean,65.2794679,2.38264496,69.79845547025108,62.82618156070426,64.06056265141723,64.6315026687232,65.08063715854595
B_roll_vol_hist_funct,per-asset-mean,157594.90029408,4555.23913965,165650.6890050938,153029.72724745143,155382.43107478454,154475.64238276196,159436.01176030823
B_roll_vol_hist_der,per-asset-mean,9477.8518255,57.19304499,9498.656829172516,9571.53634163435,9468.924575365292,9452.403757187429,9397.737624130072
