step,train_bce
50,0.693055
100,0.694995
150,0.692173
200,0.691888
250,0.691672
300,0.693975
350,0.698824
400,0.692948
450,0.694772
500,0.690393
550,0.692497
600,0.690972
650,0.69574
700,0.693282
750,0.692726
800,0.695767
850,0.693245
900,0.691468
950,0.695419
1000,0.692206
1050,0.692103
1100,0.693328
1150,0.690394
1200,0.693313
1250,0.692031
1300,0.693358
1350,0.692043
1400,0.693406
1450,0.69268
1500,0.693052
1550,0.69312
1600,0.69309
1650,0.69301
1700,0.693709
1750,0.692858
1800,0.692637
1850,0.693131
1900,0.693272
1950,0.694257
2000,0.691379
