step,train_bce
50,0.69567
100,0.692865
150,0.693163
200,0.693112
250,0.692227
300,0.694177
350,0.699006
400,0.69229
450,0.695819
500,0.693568
550,0.692215
600,0.692078
650,0.691007
700,0.6958
750,0.692218
800,0.693518
850,0.69277
900,0.693336
950,0.692477
1000,0.69347
1050,0.693523
1100,0.692931
1150,0.693172
1200,0.692536
1250,0.693047
1300,0.693105
1350,0.692938
1400,0.692797
1450,0.690554
1500,0.693754
1550,0.693531
1600,0.695533
1650,0.693001
1700,0.693013
1750,0.693168
1800,0.693514
1850,0.69351
1900,0.693976
1950,0.692334
2000,0.694813
