step,train_bce
50,0.693129
100,0.697742
150,0.691748
200,0.690964
250,0.692679
300,0.692894
350,0.691766
400,0.692621
450,0.693603
500,0.692399
550,0.694388
600,0.69362
650,0.691803
700,0.690318
750,0.688428
800,0.68868
850,0.677615
900,0.693432
950,0.628041
1000,0.719204
1050,0.554603
1100,0.680506
1150,0.680727
1200,0.607117
1250,0.603104
1300,0.546461
1350,0.564668
1400,0.5501
1450,0.636888
1500,0.55104
1550,0.611505
1600,0.552894
1650,0.536949
1700,0.498146
1750,0.536415
1800,0.588933
1850,0.619464
1900,0.637134
1950,0.614713
2000,0.515231
