step,train_bce
50,0.693515
100,0.693241
150,0.691948
200,0.698534
250,0.692855
300,0.691636
350,0.690477
400,0.692259
450,0.689266
500,0.695953
550,0.691531
600,0.692385
650,0.692256
700,0.689332
750,0.697373
800,0.692848
850,0.688796
900,0.69281
950,0.691366
1000,0.69235
1050,0.692863
1100,0.690549
1150,0.692718
1200,0.692401
1250,0.6917
1300,0.696318
1350,0.696957
1400,0.693691
1450,0.694062
1500,0.691579
1550,0.692068
1600,0.691574
1650,0.691794
1700,0.695147
1750,0.692958
1800,0.691414
1850,0.690881
1900,0.692709
1950,0.692253
2000,0.693018
