step,train_bce
50,0.694717
100,0.702012
150,0.693143
200,0.693567
250,0.691778
300,0.693196
350,0.694417
400,0.693611
450,0.693918
500,0.692198
550,0.69312
600,0.693047
650,0.693039
700,0.693368
750,0.690772
800,0.694593
850,0.693319
900,0.6919
950,0.692285
1000,0.693265
1050,0.693304
1100,0.692806
1150,0.693214
1200,0.693251
1250,0.69628
1300,0.693039
1350,0.692895
1400,0.693369
1450,0.693863
1500,0.693114
1550,0.693908
1600,0.692788
1650,0.692677
1700,0.693001
1750,0.693122
1800,0.692912
1850,0.69379
1900,0.692956
1950,0.693401
2000,0.69319
