step,train_bce
50,0.693058
100,0.693009
150,0.692511
200,0.693626
250,0.693137
300,0.693042
350,0.693163
400,0.693604
450,0.698609
500,0.6947
550,0.693462
600,0.693163
650,0.692441
700,0.693171
750,0.694357
800,0.693275
850,0.694455
900,0.692757
950,0.693269
1000,0.692899
1050,0.693615
1100,0.693004
1150,0.692412
1200,0.693529
1250,0.694752
1300,0.692988
1350,0.693697
1400,0.693658
1450,0.693647
1500,0.692646
1550,0.694302
1600,0.695308
1650,0.693177
1700,0.698283
1750,0.69307
1800,0.694185
1850,0.693218
1900,0.693131
1950,0.692628
2000,0.694783
