step,train_bce
50,0.693536
100,0.693467
150,0.694333
200,0.693065
250,0.693265
300,0.693248
350,0.692745
400,0.693169
450,0.693121
500,0.693202
550,0.693231
600,0.691789
650,0.69303
700,0.693514
750,0.693161
800,0.693948
850,0.691249
900,0.693332
950,0.692045
1000,0.693249
1050,0.693032
1100,0.691995
1150,0.693313
1200,0.693297
1250,0.690891
1300,0.694929
1350,0.694308
1400,0.692835
1450,0.692499
1500,0.693223
1550,0.692931
1600,0.693247
1650,0.699465
1700,0.693656
1750,0.693197
1800,0.693511
1850,0.692954
1900,0.691935
1950,0.693158
2000,0.693633
