step,train_bce
50,0.692195
100,0.692566
150,0.693437
200,0.691205
250,0.69335
300,0.693029
350,0.692279
400,0.69313
450,0.693169
500,0.694048
550,0.693446
600,0.692602
650,0.692984
700,0.693099
750,0.693257
800,0.693548
850,0.693057
900,0.692439
950,0.694128
1000,0.694046
1050,0.693651
1100,0.691766
1150,0.693658
1200,0.694345
1250,0.692873
1300,0.69315
1350,0.693179
1400,0.693201
1450,0.693597
1500,0.69323
1550,0.693218
1600,0.693346
1650,0.693237
1700,0.693034
1750,0.692874
1800,0.693555
1850,0.692932
1900,0.693166
1950,0.692377
2000,0.693753
