step,train_bce
50,0.692497
100,0.69205
150,0.689834
200,0.691052
250,0.693163
300,0.693112
350,0.692446
400,0.69256
450,0.693287
500,0.693049
550,0.693306
600,0.691325
650,0.6933
700,0.693488
750,0.693073
800,0.693363
850,0.692546
900,0.693388
950,0.693035
1000,0.693432
1050,0.693688
1100,0.693573
1150,0.693048
1200,0.693553
1250,0.693094
1300,0.692823
1350,0.693099
1400,0.694399
1450,0.693436
1500,0.693097
1550,0.693058
1600,0.693162
1650,0.693721
1700,0.692847
1750,0.693206
1800,0.693593
1850,0.693715
1900,0.694794
1950,0.693228
2000,0.693086
