step,train_bce
50,0.693099
100,0.704821
150,0.693204
200,0.693807
250,0.694311
300,0.693224
350,0.693279
400,0.692015
450,0.694904
500,0.692731
550,0.691565
600,0.693093
650,0.693466
700,0.69263
750,0.693048
800,0.692368
850,0.690832
900,0.693383
950,0.692763
1000,0.693509
1050,0.693103
1100,0.693839
1150,0.691709
1200,0.692942
1250,0.693772
1300,0.693991
1350,0.69292
1400,0.692501
1450,0.69307
1500,0.693835
1550,0.692483
1600,0.693262
1650,0.695156
1700,0.694621
1750,0.689363
1800,0.689054
1850,0.690232
1900,0.690852
1950,0.694561
2000,0.693528
