step,train_bce
50,0.712353
100,0.694164
150,0.691135
200,0.692327
250,0.695897
300,0.691342
350,0.706229
400,0.691775
450,0.692416
500,0.691753
550,0.694273
600,0.692914
650,0.692693
700,0.693086
750,0.692099
800,0.692014
850,0.693321
900,0.693224
950,0.69317
1000,0.693153
1050,0.693118
1100,0.693093
1150,0.693743
1200,0.693152
1250,0.692341
1300,0.693071
1350,0.69317
1400,0.694091
1450,0.693201
1500,0.692834
1550,0.693169
1600,0.693264
1650,0.692797
1700,0.692883
1750,0.693598
1800,0.69355
1850,0.693086
1900,0.693555
1950,0.693492
2000,0.693252
