step,train_bce
50,0.695511
100,0.693307
150,0.692561
200,0.692511
250,0.691481
300,0.694615
350,0.69282
400,0.692893
450,0.69386
500,0.694599
550,0.692127
600,0.693062
650,0.693373
700,0.693658
750,0.694259
800,0.692474
850,0.692372
900,0.69413
950,0.693321
1000,0.693544
1050,0.692552
1100,0.694369
1150,0.696166
1200,0.69419
1250,0.693901
1300,0.693141
1350,0.69077
1400,0.693335
1450,0.691054
1500,0.694101
1550,0.69177
1600,0.694741
1650,0.688708
1700,0.692788
1750,0.688495
1800,0.690829
1850,0.697232
1900,0.695995
1950,0.692337
2000,0.693911
