step,train_bce
50,0.693004
100,0.692786
150,0.690397
200,0.693926
250,0.692998
300,0.687362
350,0.697337
400,0.693221
450,0.693066
500,0.690727
550,0.691716
600,0.696076
650,0.654625
700,0.072071
750,0.006761
800,0.005918
850,0.004841
900,0.004044
950,0.001239
1000,0.012062
1050,0.031218
1100,0.001443
1150,0.00163
1200,0.000944
1250,0.001078
1300,0.001036
1350,0.001947
1400,0.009317
1450,0.021042
1500,0.000378
1550,0.000213
1600,0.000993
1650,0.000218
1700,0.000368
1750,0.000399
1800,0.000258
1850,0.000439
1900,0.000141
1950,0.000417
2000,0.000418
