step,train_bce
50,0.695424
100,0.692939
150,0.693075
200,0.693223
250,0.692708
300,0.694194
350,0.696871
400,0.693306
450,0.693231
500,0.692267
550,0.693603
600,0.694603
650,0.69508
700,0.697587
750,0.69546
800,0.689577
850,0.693952
900,0.692989
950,0.685554
1000,0.688451
1050,0.696055
1100,0.693327
1150,0.693694
1200,0.693483
1250,0.692088
1300,0.695931
1350,0.692912
1400,0.696127
1450,0.694703
1500,0.69152
1550,0.693469
1600,0.693595
1650,0.696347
1700,0.693967
1750,0.693547
1800,0.696572
1850,0.694899
1900,0.694319
1950,0.692963
2000,0.693588
