step,train_bce
50,0.694872
100,0.694162
150,0.694458
200,0.696975
250,0.694991
300,0.693139
350,0.693187
400,0.693171
450,0.6921
500,0.693265
550,0.694528
600,0.693256
650,0.693149
700,0.692247
750,0.694351
800,0.693111
850,0.693333
900,0.692769
950,0.69216
1000,0.693251
1050,0.691551
1100,0.69237
1150,0.693661
1200,0.693309
1250,0.693319
1300,0.693446
1350,0.693411
1400,0.69376
1450,0.693292
1500,0.691266
1550,0.693762
1600,0.692704
1650,0.693499
1700,0.693529
1750,0.69303
1800,0.693422
1850,0.693203
1900,0.693272
1950,0.69378
2000,0.693155
