step,train_bce
50,0.686867
100,0.692453
150,0.691928
200,0.693372
250,0.693108
300,0.692236
350,0.692781
400,0.692381
450,0.692702
500,0.696348
550,0.696839
600,0.692077
650,0.466879
700,0.149214
750,0.046584
800,0.049822
850,0.116236
900,0.023212
950,0.024991
1000,0.003411
1050,0.0121
1100,0.023438
1150,0.044722
1200,0.012568
1250,0.062044
1300,0.017977
1350,0.012001
1400,0.111661
1450,0.043736
1500,0.012244
1550,0.019482
1600,0.001579
1650,0.015481
1700,0.001242
1750,0.020767
1800,0.046681
1850,0.023813
1900,0.005103
1950,0.00145
2000,0.021348
