step,train_bce
50,0.695836
100,0.695871
150,0.692774
200,0.691182
250,0.69323
300,0.692769
350,0.694357
400,0.693198
450,0.692977
500,0.694945
550,0.693319
600,0.696086
650,0.692905
700,0.693175
750,0.693331
800,0.692933
850,0.692845
900,0.693266
950,0.693528
1000,0.690179
1050,0.694406
1100,0.692456
1150,0.694716
1200,0.68989
1250,0.693025
1300,0.693417
1350,0.693529
1400,0.6932
1450,0.693076
1500,0.6933
1550,0.694074
1600,0.692618
1650,0.693128
1700,0.693185
1750,0.693158
1800,0.69467
1850,0.693008
1900,0.69226
1950,0.693112
2000,0.692856
