step,phase,loss_total,objective,grad_norm,control_rms,elapsed_sec
1,train,1.4779382944107056,8.738311299821362,0.2941657567274692,0.06829492747783661,6.2757388189202175
100,train,0.33261048793792725,1.7642051130533218,0.01789963983894961,0.0693780779838562,774.979014362907
200,train,0.2467946857213974,1.399894081056118,0.014119998330991751,0.06952528655529022,1567.1137391029624
300,train,0.17250335216522217,1.4775183200836182,0.028621108367012177,0.07026198506355286,2358.3665747370105
400,train,0.3749297857284546,1.7845573872327805,0.07874410599893641,0.06770172715187073,3150.8442684039474
500,train,0.17203976213932037,1.4007644951343536,0.012782165162262934,0.07033023238182068,3956.493963603978
600,train,0.23479588329792023,1.483679860830307,0.06686408806542181,0.07034952193498611,4772.594867412932
700,train,0.20862577855587006,1.6130982488393784,0.09469421423193733,0.06985840946435928,5584.418852694915
800,train,0.19562970101833344,1.3210216164588928,0.024517971547125688,0.06844249367713928,6389.902730754926
900,train,0.21354137361049652,1.3629926964640617,0.035003869192843304,0.06926573812961578,7196.362654619967
1000,train,0.185943141579628,1.5501661896705627,0.03267749584277762,0.06768929958343506,8003.294829464983
1100,train,0.2278514802455902,1.3086647391319275,0.014935006854929328,0.06980589777231216,8809.198517648969
1200,train,0.2089114785194397,1.4024140387773514,0.08733619246707645,0.06809637695550919,9614.627063340973
1300,train,0.23812292516231537,1.2520849704742432,0.010195344121647527,0.0682486966252327,10419.417158133001
1400,train,0.18058322370052338,1.302893042564392,0.06661649469971208,0.0682145357131958,11226.180232185987
1500,train,0.32795336842536926,1.3771681785583496,0.037382880988811845,0.06899405270814896,12032.442949212971
1600,train,0.3207639455795288,1.518690399825573,0.0728704708481443,0.06773324310779572,12839.094857141958
1700,train,0.1931982785463333,1.3840364068746567,0.0429394612298207,0.06933712214231491,13647.339324753964
1800,train,0.19055242836475372,1.328724130988121,0.03952775153819688,0.06933624297380447,14453.981854744954
1900,train,0.3819541335105896,1.4440148919820786,0.02630331368793073,0.0694018229842186,15259.970465893974
2000,train,0.30827072262763977,1.4517231062054634,0.03352897190221066,0.0679256021976471,16064.292321836925
2100,train,0.3500653803348541,1.3748782873153687,0.024447773953896117,0.069003164768219,16859.594780306914
2200,train,0.20495285093784332,1.2547408640384674,0.016632159500953644,0.06959599256515503,17652.290407861932
2300,train,0.19685883820056915,1.1837284564971924,0.022999791462798753,0.06931436061859131,18450.733340295963
2400,train,0.3493272662162781,1.4269614666700363,0.033822075474935834,0.06871864199638367,19246.954272996983
2500,train,0.2051192820072174,1.3370326310396194,0.028816209442225776,0.06961489468812943,20047.893696367973
