step,phase,loss_total,objective,grad_norm,control_rms,elapsed_sec
1,train,1.0542223453521729,7.709426608635113,0.2813845584108881,0.06860033422708511,6.507827652967535
100,train,0.37677210569381714,1.8204330056905746,0.03885172863719763,0.07092054933309555,619.0377602210501
200,train,0.4143829643726349,1.795712172985077,0.07480610027893131,0.06836187094449997,1240.3197513800114
300,train,0.1847027838230133,1.4011754989624023,0.014546211067982649,0.07019096612930298,1862.4840473800432
400,train,0.29898151755332947,1.7974687367677689,0.04202087837735888,0.07029425352811813,2484.5571027930127
500,train,0.30897068977355957,1.717203974723816,0.05894039665689925,0.07130090147256851,3107.0952929969644
600,train,0.2631876766681671,1.4217925071716309,0.02786273785791454,0.06847143173217773,3735.759552233969
700,train,0.3489965796470642,1.5953408256173134,0.06391908074192089,0.07020342350006104,4372.536300958949
800,train,0.25610923767089844,1.9016696214675903,0.09553556175849433,0.0713605210185051,5020.206864409964
900,train,0.2824382185935974,2.1353782564401627,0.09866750632246932,0.07168485969305038,5650.845014238963
1000,train,0.3065658509731293,1.6796892285346985,0.05064552667232728,0.06824248284101486,6281.301727746031
1100,train,0.30013224482536316,1.4118289947509766,0.03539691473883657,0.06873098760843277,6910.53833190701
1200,train,0.4036886990070343,2.3388069570064545,0.10979038251749178,0.07192723453044891,7540.07114730496
1300,train,0.25644078850746155,1.8747794330120087,0.0998420203990865,0.07084803283214569,8169.252755005029
1400,train,0.6478732824325562,3.3436717987060547,0.28687714837322154,0.0728842094540596,8798.224936470971
1500,train,0.21713639795780182,1.3655945286154747,0.055296410142652165,0.06902582943439484,9427.340659430949
1600,train,0.2598761320114136,1.3129226714372635,0.03653712227811372,0.0690239667892456,10056.757250878029
1700,train,0.370281457901001,1.496265560388565,0.06844238158589692,0.06982900202274323,10685.553148517036
1800,train,0.38303324580192566,1.4884659498929977,0.03166172438809126,0.06913875788450241,11314.657301596948
1900,train,0.30192914605140686,1.3523896262049675,0.019834785323744285,0.06850381940603256,11943.515169193968
2000,train,0.33615192770957947,1.4231796637177467,0.024256130080057333,0.06872471421957016,12572.10381617304
2100,train,0.35135385394096375,1.3583378046751022,0.026433216554710766,0.06983057409524918,13201.992677478003
2200,train,0.10121361911296844,1.1399335712194443,0.019140606705694653,0.06982491910457611,13832.769023373025
2300,train,0.2498801201581955,1.3405028581619263,0.03634368944908175,0.06759174168109894,14462.190020038048
2400,train,0.19887031614780426,1.329806536436081,0.025883587581326997,0.06901315599679947,15090.908227987005
2500,train,0.2552260458469391,1.316805362701416,0.010497518094153812,0.06933517009019852,15720.332261065952
