step,train_bce
50,0.687551
100,0.696221
150,0.691897
200,0.683811
250,0.643749
300,0.108314
350,0.138117
400,0.093411
450,0.049935
500,0.03687
550,0.028414
600,0.022678
650,0.018592
700,0.015569
750,0.013897
800,0.012006
850,0.010763
900,0.0095
950,0.008796
1000,0.007873
1050,0.007173
1100,0.006742
1150,0.006082
1200,0.005798
1250,0.005337
1300,0.004927
1350,0.004591
1400,0.004374
1450,0.003993
1500,0.003865
1550,0.003513
1600,0.003406
1650,0.003197
1700,0.003038
1750,0.002773
1800,0.00269
1850,0.002563
1900,0.002457
1950,0.002319
2000,0.002248
