step,train_bce
50,0.69203
100,0.687843
150,0.677344
200,0.616629
250,0.443398
300,0.244379
350,0.127343
400,0.059871
450,0.054441
500,0.039661
550,0.039158
600,0.020284
650,0.015521
700,0.013402
750,0.010587
800,0.010259
850,0.017438
900,0.007765
950,0.012866
1000,0.033393
1050,0.009018
1100,0.006839
1150,0.005073
1200,0.004622
1250,0.012914
1300,0.003982
1350,0.003701
1400,0.003503
1450,0.003763
1500,0.003086
1550,0.003116
1600,0.002688
1650,0.002399
1700,0.002429
1750,0.00218
1800,0.002259
1850,0.002024
1900,0.001947
1950,0.001773
2000,0.001706
