step,phase,loss_total,objective,grad_norm,control_rms,elapsed_sec
1,train,4.3291916847229,15.851172955473885,0.572610991746508,0.06862487643957138,14.523249499965459
100,train,1.2312865257263184,2.5873948484659195,0.04582839604834148,0.06955450028181076,998.1872187969275
200,train,0.9383191466331482,2.789867728948593,0.06973684547534303,0.07009778916835785,1963.7464199389797
300,train,1.077266812324524,2.6499012261629105,0.06209035361481684,0.06994552165269852,2954.214559555985
400,train,1.2490986585617065,2.7151409089565277,0.08755503292587295,0.06844823807477951,3923.9846142119495
500,train,0.7817025780677795,2.708781599998474,0.03890262075917741,0.0698794424533844,4906.153400372947
600,train,1.4266200065612793,2.8999500572681427,0.16135057366492941,0.06760849803686142,5934.155007026973
700,train,1.3006607294082642,2.5937107652425766,0.09653007719752542,0.06794494390487671,6876.736207960988
800,train,0.5016935467720032,2.1303044110536575,0.046990085801879855,0.06913741677999496,7856.814802223933
900,train,1.2326579093933105,2.791561648249626,0.2166483387515825,0.06789647042751312,8825.55892770493
1000,train,1.1754599809646606,2.3851665407419205,0.030705804218394486,0.06933500617742538,9742.38157622295
1100,train,0.5250194668769836,2.3614771962165833,0.044307550094221326,0.06903881579637527,10651.21942166402
1200,train,1.379317045211792,2.668690964579582,0.15872944865020464,0.06768329441547394,11463.809381161933
1300,train,1.4177110195159912,3.6869657039642334,0.18387893781398384,0.0713019073009491,12251.238832643954
1400,train,0.49964848160743713,2.091094434261322,0.045180253425135326,0.06888856738805771,13037.364303717972
1500,train,0.971159040927887,2.2744826525449753,0.04814531238584429,0.06907876580953598,13824.79723274801
1600,train,1.1057970523834229,2.7927649319171906,0.07445832772292249,0.06768891960382462,14654.657284523011
1700,train,1.5363030433654785,2.439121797680855,0.05603767533577483,0.06835715472698212,15471.910797282006
1800,train,0.7581377029418945,2.3932393938302994,0.07263497280054548,0.06836846470832825,16289.829570365022
1900,train,0.3708837330341339,2.0955471843481064,0.027677523806441,0.06962031871080399,17119.91470918199
2000,train,0.8878840208053589,2.316367581486702,0.027065611997591096,0.06895744055509567,17951.587158879032
2100,train,0.7162699699401855,2.3843502402305603,0.07525181825731538,0.0688038170337677,18761.472667115973
2200,train,0.4711119830608368,2.183392122387886,0.0638071848180261,0.07023295015096664,19558.693932280992
2300,train,0.7268595695495605,2.191321589052677,0.031709320783025366,0.06993919610977173,20350.514853370958
2400,train,0.9723986983299255,2.236099347472191,0.07388231268517402,0.06972348690032959,21020.308715077932
2500,train,0.5234543085098267,2.1475460901856422,0.05195988460332623,0.06962981075048447,21635.83579958696
2600,train,0.7529292106628418,2.534815236926079,0.09128523914454724,0.06813599169254303,22251.267657386954
2700,train,0.6510949730873108,2.440132364630699,0.09164397010932392,0.06719851493835449,22866.763720180024
2800,train,0.9102134108543396,2.462842158973217,0.04338252819185952,0.07002665102481842,23482.226003255928
2900,train,0.7889543771743774,2.3817018568515778,0.05241120675664615,0.07025948911905289,24101.859790244955
3000,train,0.6027835011482239,2.1954215094447136,0.05262797708477052,0.06870716065168381,24721.256187791936
