step,train_bce
50,0.694012
100,0.690453
150,0.692967
200,0.694178
250,0.693363
300,0.693486
350,0.695416
400,0.690992
450,0.692803
500,0.69297
550,0.697888
600,0.693184
650,0.694986
700,0.693914
750,0.691146
800,0.693345
850,0.692629
900,0.692674
950,0.692699
1000,0.693387
1050,0.696309
1100,0.694954
1150,0.693556
1200,0.694902
1250,0.69275
1300,0.690719
1350,0.69273
1400,0.693476
1450,0.692442
1500,0.692896
1550,0.693026
1600,0.692829
1650,0.693227
1700,0.693247
1750,0.692726
1800,0.692364
1850,0.692729
1900,0.696195
1950,0.693542
2000,0.693211
