step,train_bce
50,0.691948
100,0.694432
150,0.693052
200,0.694256
250,0.695138
300,0.705245
350,0.692652
400,0.692915
450,0.68877
500,0.69321
550,0.695895
600,0.694261
650,0.693019
700,0.692428
750,0.694098
800,0.693823
850,0.692441
900,0.694674
950,0.692924
1000,0.69353
1050,0.693237
1100,0.694966
1150,0.693193
1200,0.693371
1250,0.692575
1300,0.692481
1350,0.694351
1400,0.693299
1450,0.693291
1500,0.693546
1550,0.692827
1600,0.694225
1650,0.691556
1700,0.691521
1750,0.691306
1800,0.698691
1850,0.693441
1900,0.693018
1950,0.693383
2000,0.693163
